"","game.id","week","w.id","w.conference","w.name","w.abbrvs","w.rank","w.pts","location","l.pts","l.rank","l.abbrvs","l.name","l.conference","l.id"
"687",631,11,75,"Big 12","Kansas State","KSU",3,23,"@",10,26,"TCU","Texas Christian","Big 12",172
"402",632,11,76,"Mid-American","Kent State","KENT",26,48,"@",32,26,"MIA-O","Miami OH","Mid-American",92
"434",633,11,80,"Southeastern","Louisiana State","LSU",9,37,"",17,22,"MISS ST","Mississippi State","Southeastern",98
"694",634,11,81,"Western Athletic","Louisiana Tech","LTU",19,62,"@",55,26,"TEXST","Texas State","Western Athletic",174
"13",635,11,88,"Mid-American","Massachusetts","UMASS",26,22,"@",14,26,"AKRON","Akron","Mid-American",2
"738",636,11,90,"Conference USA","Memphis","MEM",26,37,"",23,26,"TULA","Tulane","Conference USA",181
"526",637,11,93,"Big Ten","Michigan","MICH",26,38,"",31,26,"NU","Northwestern","Big Ten",122
"276",638,11,96,"Big Ten","Minnesota","MINN",26,17,"@",3,26,"IL","Illinois","Big Ten",65
"669",639,11,99,"Southeastern","Missouri","MIZZ",26,51,"@",48,26,"TEN","Tennessee","Southeastern",166
"550",640,11,104,"Big Ten","Nebraska","NEB",18,32,"",23,26,"PENN","Penn State","Big Ten",132
"782",641,11,114,"Atlantic Coast","North Carolina State","NCST",26,37,"",6,26,"WAKE","Wake Forest","Atlantic Coast",192
"600",642,11,117,"Sun Belt","North Texas","NTEX",26,24,"",14,26,"SOBAMA","South Alabama","Sun Belt",147
"93",643,11,125,"Independent","Notre Dame","ND",4,21,"@",6,26,"BC","Boston College","Atlantic Coast",19
"81",644,11,128,"Big 12","Oklahoma","OU",14,42,"",34,26,"BAY","Baylor","Big 12",16
"802",645,11,129,"Big 12","Oklahoma State","OKST",26,55,"",34,26,"WV","West Virginia","Big 12",196
"121",646,11,130,"Pac-12","Oregon","ORE",2,59,"@",17,26,"CAL","California","Pac-12",24
"295",647,11,136,"Big Ten","Purdue","PUR",26,27,"@",24,26,"IOWA","Iowa","Big Ten",69
"59",648,11,140,"Big East","Rutgers","RUT",24,28,"",7,26,"ARMY","Army","Independent",12
"4",649,11,144,"Mountain West","San Diego State","SDSU",26,28,"",9,26,"AF","Air Force","Mountain West",1
"492",650,11,145,"Western Athletic","San Jose State","SJSU",26,47,"@",7,26,"NMSU","New Mexico State","Western Athletic",109
"45",651,11,148,"Southeastern","South Carolina","SC",12,38,"",20,26,"ARK","Arkansas","Southeastern",10
"39",652,11,156,"Pac-12","Southern California","USC",21,38,"",17,26,"ASU","Arizona State","Pac-12",9
"642",653,11,158,"Conference USA","Southern Methodist","SMU",26,34,"",6,26,"SO MISS","Southern Mississippi","Conference USA",159
"546",654,11,161,"Pac-12","Stanford","STAN",16,27,"",23,13,"ORST","Oregon State","Pac-12",131
"352",655,11,164,"Big East","Syracuse","SYR",26,45,"",26,11,"LOU","Louisville","Big East",84
"297",656,11,169,"Big 12","Texas","TEX",19,33,"",7,26,"ISU","Iowa State","Big 12",70
"19",657,11,170,"Southeastern","Texas A&M","TAMU",15,29,"@",24,1,"BAMA","Alabama","Southeastern",3
"317",658,11,175,"Big 12","Texas Tech","TTU",25,41,"",34,26,"KU","Kansas","Big 12",74
"381",659,11,177,"Western Athletic","Texas-San Antonio","UTSA",26,31,"",24,26,"MCNST","McNeese State","FCS",89
"451",660,11,180,"Sun Belt","Troy","TROY",26,41,"",31,26,"NAVY","Navy","Independent",103
"255",661,11,182,"Conference USA","Tulsa","TULSA",26,41,"@",7,26,"HOU","Houston","Conference USA",61
"795",662,11,183,"Pac-12","UCLA","UCLA",17,44,"@",36,26,"WSU","Washington State","Pac-12",194
"428",663,11,186,"Southeastern","Vanderbilt","VAN",26,27,"@",26,26,"OLE","Mississippi","Southeastern",97
"390",664,11,188,"Atlantic Coast","Virginia","UVA",26,41,"",40,26,"MIA","Miami FL","Atlantic Coast",91
"753",665,11,193,"Pac-12","Washington","WASH",26,34,"",15,26,"UTAH","Utah","Pac-12",184
"287",666,11,202,"Big Ten","Wisconsin","WIS",26,62,"@",14,26,"IND","Indiana","Big Ten",67
"477",667,11,204,"Mountain West","Wyoming","WYO",26,28,"@",23,26,"NM","New Mexico","Mountain West",108
"533",668,12,15,"Mid-American","Ball State","BALL",26,52,"",27,26,"OHIO","Ohio","Mid-American",126
"719",669,12,120,"Mid-American","Northern Illinois","NIU",26,31,"",24,26,"TOL","Toledo","Mid-American",178
"765",670,12,112,"Atlantic Coast","North Carolina","UNC",26,37,"@",13,26,"UVA","Virginia","Atlantic Coast",188
"246",671,12,1,"Mountain West","Air Force","AF",26,21,"",7,26,"HAW","Hawaii","Mountain West",60
"207",672,12,49,"Sun Belt","Florida International","FIU",26,34,"@",24,26,"FAU","Florida Atlantic","Sun Belt",48
"809",673,12,3,"Southeastern","Alabama","BAMA",4,49,"",0,26,"WCU","Western Carolina","FCS",197
"749",674,12,8,"Pac-12","Arizona","ARI",26,34,"@",24,26,"UTAH","Utah","Pac-12",184
"794",675,12,9,"Pac-12","Arizona State","ASU",26,46,"",7,26,"WSU","Washington State","Pac-12",194
"724",676,12,11,"Sun Belt","Arkansas State","ARKST",26,41,"@",34,26,"TROY","Troy","Sun Belt",180
"20",677,12,13,"Southeastern","Auburn","AUB",26,51,"",7,26,"BAMA A&M","Alabama A&M","FCS",4
"319",678,12,16,"Big 12","Baylor","BAY",26,52,"",24,2,"KSU","Kansas State","Big 12",75
"160",679,12,18,"Mountain West","Boise State","BST",26,42,"",14,26,"COLS","Colorado State","Mountain West",36
"374",680,12,22,"Mid-American","Buffalo","BUF",26,29,"@",19,26,"UMASS","Massachusetts","Mid-American",88
"397",681,12,28,"Mid-American","Central Michigan","CMU",26,30,"",16,26,"MIA-O","Miami OH","Mid-American",92
"504",682,12,33,"Atlantic Coast","Clemson","CLEM",11,62,"",48,26,"NCST","North Carolina State","Atlantic Coast",114
"739",683,12,40,"Conference USA","East Carolina","ECU",26,28,"@",23,26,"TULA","Tulane","Conference USA",181
"819",684,12,43,"Mid-American","Eastern Michigan","EMU",26,29,"@",23,26,"WMU","Western Michigan","Mid-American",200
"305",685,12,46,"Southeastern","Florida","UF",7,23,"",0,26,"JVILST","Jacksonville State","FCS",72
"366",686,12,50,"Atlantic Coast","Florida State","FSU",10,41,"@",14,26,"MARY","Maryland","Atlantic Coast",87
"229",687,12,55,"Southeastern","Georgia","UGA",5,45,"",14,26,"GA SOU","Georgia Southern","FCS",56
"175",688,12,58,"Atlantic Coast","Georgia Tech","GT",26,42,"",24,26,"DUKE","Duke","Atlantic Coast",39
"315",689,12,70,"Big 12","Iowa State","ISU",26,51,"@",23,26,"KU","Kansas","Big 12",74
"98",690,12,76,"Mid-American","Kent State","KENT",25,31,"@",24,26,"BG","Bowling Green State","Mid-American",20
"585",691,12,77,"Southeastern","Kentucky","UK",26,34,"",3,26,"SAMF","Samford","FCS",143
"427",692,12,80,"Southeastern","Louisiana State","LSU",8,41,"",35,26,"OLE","Mississippi","Southeastern",97
"812",693,12,82,"Sun Belt","Louisiana-Lafayette","LA-L",26,31,"",27,26,"WKU","Western Kentucky","Sun Belt",199
"516",694,12,83,"Sun Belt","Louisiana-Monroe","LA-M",26,42,"",16,26,"NTEX","North Texas","Sun Belt",117
"250",695,12,86,"Conference USA","Marshall","MAR ",26,44,"",41,26,"HOU","Houston","Conference USA",61
"27",696,12,90,"Conference USA","Memphis","MEM",26,46,"@",9,26,"UAB","Alabama-Birmingham","Conference USA",5
"617",697,12,91,"Atlantic Coast","Miami FL","MIA",26,40,"",9,26,"SFU","South Florida","Big East",152
"294",698,12,93,"Big Ten","Michigan","MICH",23,42,"",17,26,"IOWA","Iowa","Big Ten",69
"601",699,12,95,"Sun Belt","Middle Tennessee State","MTSU",26,20,"@",12,26,"SOBAMA","South Alabama","Sun Belt",147
"46",700,12,98,"Southeastern","Mississippi State","MISS ST",26,45,"",14,26,"ARK","Arkansas","Southeastern",10
"696",701,12,103,"Independent","Navy","NAVY",26,21,"",10,26,"TEXST","Texas State","Western Athletic",174
"422",702,12,104,"Big Ten","Nebraska","NEB",16,38,"",14,26,"MINN","Minnesota","Big Ten",96
"480",703,12,105,"Mountain West","Nevada","NEV",26,31,"@",24,26,"NM","New Mexico","Mountain West",108
"411",704,12,122,"Big Ten","Northwestern","NU",26,23,"@",20,26,"MSU","Michigan State","Big Ten",94
"784",705,12,125,"Independent","Notre Dame","ND",3,38,"",0,26,"WAKE","Wake Forest","Atlantic Coast",192
"828",706,12,127,"Big Ten","Ohio State","OSU",6,21,"@",14,26,"WIS","Wisconsin","Big Ten",202
"803",707,12,128,"Big 12","Oklahoma","OU",13,50,"@",49,26,"WV","West Virginia","Big 12",196
"703",708,12,129,"Big 12","Oklahoma State","OKST",26,59,"",21,23,"TTU","Texas Tech","Big 12",175
"122",709,12,131,"Pac-12","Oregon State","ORST",15,62,"",14,26,"CAL","California","Pac-12",24
"283",710,12,132,"Big Ten","Penn State","PENN",26,45,"",22,26,"IND","Indiana","Big Ten",67
"277",711,12,136,"Big Ten","Purdue","PUR",26,20,"@",17,26,"IL","Illinois","Big Ten",65
"636",712,12,138,"Conference USA","Rice","RICE",26,36,"",20,26,"SMU","Southern Methodist","Conference USA",158
"139",713,12,140,"Big East","Rutgers","RUT",22,10,"@",3,26,"CIN","Cincinnati","Big East",31
"104",714,12,145,"Western Athletic","San Jose State","SJSU",26,20,"",14,26,"BYU","Brigham Young","Independent",21
"832",715,12,148,"Southeastern","South Carolina","SC",12,24,"",7,26,"WOFF","Wofford","FCS",203
"544",716,12,161,"Pac-12","Stanford","STAN",14,17,"@",14,1,"ORE","Oregon","Pac-12",130
"438",717,12,164,"Big East","Syracuse","SYR",26,31,"@",27,26,"MIZZ","Missouri","Southeastern",99
"58",718,12,165,"Big East","Temple","TEM",26,63,"@",32,26,"ARMY","Army","Independent",12
"584",719,12,170,"Southeastern","Texas A&M","TAMU",9,47,"",28,26,"SAMH","Sam Houston State","FCS",142
"641",720,12,176,"Conference USA","Texas-El Paso","UT-EP",26,34,"@",33,26,"SO MISS","Southern Mississippi","Conference USA",159
"260",721,12,177,"Western Athletic","Texas-San Antonio","UTSA",26,34,"@",27,26,"ID","Idaho","Western Athletic",63
"128",722,12,182,"Conference USA","Tulsa","TULSA",26,23,"",21,26,"UCF","Central Florida","Conference USA",27
"629",723,12,183,"Pac-12","UCLA","UCLA",17,38,"",28,21,"USC","Southern California","Pac-12",156
"341",724,12,185,"Western Athletic","Utah State","UTST",26,48,"@",41,19,"LTU","Louisiana Tech","Western Athletic",81
"670",725,12,186,"Southeastern","Vanderbilt","VAN",26,41,"",18,26,"TEN","Tennessee","Southeastern",166
"95",726,12,190,"Atlantic Coast","Virginia Tech","VT",26,30,"@",23,26,"BC","Boston College","Atlantic Coast",19
"147",727,12,193,"Pac-12","Washington","WASH",26,38,"@",3,26,"COL","Colorado","Pac-12",35
"473",728,12,204,"Mountain West","Wyoming","WYO",26,28,"@",23,26,"UNLV","Nevada-Las Vegas","Mountain West",106
"12",729,13,178,"Mid-American","Toledo","TOL",26,35,"",23,26,"AKRON","Akron","Mid-American",2
"679",730,13,172,"Big 12","Texas Christian","TCU",26,20,"@",13,18,"TEX","Texas","Big 12",169
"36",731,13,9,"Pac-12","Arizona State","ASU",26,41,"@",34,26,"ARI","Arizona","Pac-12",8
"398",732,13,15,"Mid-American","Ball State","BALL",26,31,"@",24,26,"MIA-O","Miami OH","Mid-American",92
"106",733,13,20,"Mid-American","Bowling Green State","BG",26,21,"",7,26,"BUF","Buffalo","Mid-American",22
"379",734,13,28,"Mid-American","Central Michigan","CMU",26,42,"@",21,26,"UMASS","Massachusetts","Mid-American",88
"619",735,13,31,"Big East","Cincinnati","CIN",26,27,"",10,26,"SFU","South Florida","Big East",152
"358",736,13,40,"Conference USA","East Carolina","ECU",26,65,"",59,26,"MAR ","Marshall","Conference USA",86
"534",737,13,76,"Mid-American","Kent State","KENT",23,28,"",6,26,"OHIO","Ohio","Mid-American",126
"47",738,13,80,"Southeastern","Louisiana State","LSU",8,20,"@",13,26,"ARK","Arkansas","Southeastern",10
"290",739,13,104,"Big Ten","Nebraska","NEB",17,13,"@",7,26,"IOWA","Iowa","Big Ten",69
"187",740,13,120,"Mid-American","Northern Illinois","NIU",24,49,"@",7,26,"EMU","Eastern Michigan","Mid-American",43
"664",741,13,164,"Big East","Syracuse","SYR",26,38,"@",20,26,"TEM","Temple","Big East",165
"152",742,13,184,"Pac-12","Utah","UTAH",26,42,"@",35,26,"COL","Colorado","Pac-12",35
"786",743,13,194,"Pac-12","Washington State","WSU",26,31,"",28,26,"WASH","Washington","Pac-12",193
"303",744,13,196,"Big 12","West Virginia","WV",26,31,"@",24,26,"ISU","Iowa State","Big 12",70
"64",745,13,3,"Southeastern","Alabama","BAMA",2,49,"",0,26,"AUB","Auburn","Southeastern",13
"699",746,13,16,"Big 12","Baylor","BAY",26,52,"",45,26,"TTU","Texas Tech","Big 12",175
"494",747,13,21,"Independent","Brigham Young","BYU",26,50,"@",14,26,"NMSU","New Mexico State","Western Athletic",109
"23",748,13,27,"Conference USA","Central Florida","UCF",26,49,"",24,26,"UAB","Alabama-Birmingham","Conference USA",5
"475",749,13,36,"Mountain West","Colorado State","COLS",26,24,"",20,26,"NM","New Mexico","Mountain West",108
"353",750,13,37,"Big East","Connecticut","UCONN",26,23,"@",20,19,"LOU","Louisville","Big East",84
"218",751,13,46,"Southeastern","Florida","UF",6,37,"@",26,10,"FSU","Florida State","Atlantic Coast",50
"5",752,13,52,"Mountain West","Fresno State","FRES",26,48,"",15,26,"AF","Air Force","Mountain West",1
"234",753,13,55,"Southeastern","Georgia","UGA",3,42,"",10,26,"GT","Georgia Tech","Atlantic Coast",58
"470",754,13,60,"Mountain West","Hawaii","HAW",26,48,"",10,26,"UNLV","Nevada-Las Vegas","Mountain West",106
"736",755,13,61,"Conference USA","Houston","HOU",26,40,"",17,26,"TULA","Tulane","Conference USA",181
"594",756,13,82,"Sun Belt","Louisiana-Lafayette","LA-L",26,52,"",30,26,"SOBAMA","South Alabama","Sun Belt",147
"215",757,13,83,"Sun Belt","Louisiana-Monroe","LA-M",26,23,"@",17,26,"FIU","Florida International","Sun Belt",49
"637",758,13,90,"Conference USA","Memphis","MEM",26,42,"",24,26,"SO MISS","Southern Mississippi","Conference USA",159
"176",759,13,91,"Atlantic Coast","Miami FL","MIA",26,52,"@",45,26,"DUKE","Duke","Atlantic Coast",39
"420",760,13,94,"Big Ten","Michigan State","MSU",26,26,"@",10,26,"MINN","Minnesota","Big Ten",96
"725",761,13,95,"Sun Belt","Middle Tennessee State","MTSU",26,24,"",21,26,"TROY","Troy","Sun Belt",180
"432",762,13,97,"Southeastern","Mississippi","OLE",26,41,"",24,25,"MISS ST","Mississippi State","Southeastern",98
"363",763,13,112,"Atlantic Coast","North Carolina","UNC",26,45,"",38,26,"MARY","Maryland","Atlantic Coast",87
"86",764,13,114,"Atlantic Coast","North Carolina State","NCST",26,27,"",10,26,"BC","Boston College","Atlantic Coast",19
"271",765,13,122,"Big Ten","Northwestern","NU",26,50,"",14,26,"IL","Illinois","Big Ten",65
"626",766,13,125,"Independent","Notre Dame","ND",1,22,"@",13,26,"USC","Southern California","Pac-12",156
"404",767,13,127,"Big Ten","Ohio State","OSU",4,26,"",21,20,"MICH","Michigan","Big Ten",93
"541",768,13,128,"Big 12","Oklahoma","OU",14,51,"",48,22,"OKST","Oklahoma State","Big 12",129
"545",769,13,130,"Pac-12","Oregon","ORE",5,48,"@",24,16,"ORST","Oregon State","Pac-12",131
"826",770,13,132,"Big Ten","Penn State","PENN",26,24,"",21,26,"WIS","Wisconsin","Big Ten",202
"578",771,13,133,"Big East","Pittsburgh","PITT",26,27,"",6,21,"RUT","Rutgers","Big East",140
"281",772,13,136,"Big Ten","Purdue","PUR",26,56,"",35,26,"IND","Indiana","Big Ten",67
"704",773,13,138,"Conference USA","Rice","RICE",26,33,"@",24,26,"UT-EP","Texas-El Paso","Conference USA",176
"840",774,13,144,"Mountain West","San Diego State","SDSU",26,42,"@",28,26,"WYO","Wyoming","Mountain West",204
"342",775,13,145,"Western Athletic","San Jose State","SJSU",26,52,"",43,26,"LTU","Louisiana Tech","Western Athletic",81
"141",776,13,148,"Southeastern","South Carolina","SC",13,27,"@",17,12,"CLEM","Clemson","Atlantic Coast",33
"742",777,13,158,"Conference USA","Southern Methodist","SMU",26,35,"",27,26,"TULSA","Tulsa","Conference USA",182
"747",778,13,161,"Pac-12","Stanford","STAN",11,35,"@",17,15,"UCLA","UCLA","Pac-12",183
"326",779,13,166,"Southeastern","Tennessee","TEN",26,37,"",17,26,"UK","Kentucky","Southeastern",77
"439",780,13,170,"Southeastern","Texas A&M","TAMU",9,59,"",29,26,"MIZZ","Missouri","Southeastern",99
"693",781,13,177,"Western Athletic","Texas-San Antonio","UTSA",26,38,"",31,26,"TEXST","Texas State","Western Athletic",174
"267",782,13,185,"Western Athletic","Utah State","UTST",25,45,"",9,26,"ID","Idaho","Western Athletic",63
"780",783,13,186,"Southeastern","Vanderbilt","VAN",26,55,"@",21,26,"WAKE","Wake Forest","Atlantic Coast",192
"766",784,13,190,"Atlantic Coast","Virginia Tech","VT",26,17,"",14,26,"UVA","Virginia","Atlantic Coast",188
"511",785,13,199,"Sun Belt","Western Kentucky","WKU",26,25,"",24,26,"NTEX","North Texas","Sun Belt",117
"581",786,14,84,"Big East","Louisville","LOU",26,20,"@",17,26,"RUT","Rutgers","Big East",140
"322",787,14,120,"Mid-American","Northern Illinois","NIU",19,44,"",37,18,"KENT","Kent State","Mid-American",76
"745",788,14,161,"Pac-12","Stanford","STAN",8,27,"",24,17,"UCLA","UCLA","Pac-12",183
"228",789,14,3,"Southeastern","Alabama","BAMA",2,32,"",28,3,"UGA","Georgia","Southeastern",55
"417",790,14,11,"Sun Belt","Arkansas State","ARKST",26,45,"",0,26,"MTSU","Middle Tennessee State","Sun Belt",95
"539",791,14,16,"Big 12","Baylor","BAY",26,41,"",34,24,"OKST","Oklahoma State","Big 12",129
"458",792,14,18,"Mountain West","Boise State","BST",25,27,"@",21,26,"NEV","Nevada","Mountain West",105
"168",793,14,31,"Big East","Cincinnati","CIN",26,34,"@",17,26,"UCONN","Connecticut","Big East",37
"237",794,14,50,"Atlantic Coast","Florida State","FSU",13,21,"",15,26,"GT","Georgia Tech","Atlantic Coast",58
"603",795,14,60,"Mountain West","Hawaii","HAW",26,23,"",7,26,"SOBAMA","South Alabama","Sun Belt",147
"678",796,14,75,"Big 12","Kansas State","KSU",7,42,"",24,23,"TEX","Texas","Big 12",169
"205",797,14,82,"Sun Belt","Louisiana-Lafayette","LA-L",26,35,"@",21,26,"FAU","Florida Atlantic","Sun Belt",48
"684",798,14,128,"Big 12","Oklahoma","OU",12,24,"@",17,26,"TCU","Texas Christian","Big 12",172
"497",799,14,131,"Pac-12","Oregon State","ORST",16,77,"",3,26,"NICHST","Nicholls State","FCS",110
"614",800,14,133,"Big East","Pittsburgh","PITT",26,27,"@",3,26,"SFU","South Florida","Big East",152
"488",801,14,174,"Western Athletic","Texas State","TEXST",26,66,"",28,26,"NMSU","New Mexico State","Western Athletic",109
"126",802,14,182,"Conference USA","Tulsa","TULSA",26,33,"",27,26,"UCF","Central Florida","Conference USA",27
"308",803,14,196,"Big 12","West Virginia","WV",26,59,"",10,26,"KU","Kansas","Big 12",74
"454",804,14,202,"Big Ten","Wisconsin","WIS",26,70,"",31,14,"NEB","Nebraska","Big Ten",104
"61",805,15,103,"Independent","Navy","NAVY",26,17,"",13,26,"ARMY","Army","Independent",12
"462",806,16,8,"Pac-12","Arizona","ARI",26,49,"",48,26,"NEV","Nevada","Mountain West",105
"720",807,16,185,"Western Athletic","Utah State","UTST",18,41,"",15,26,"TOL","Toledo","Mid-American",178
"588",808,17,21,"Independent","Brigham Young","BYU",26,23,"@",6,26,"SDSU","San Diego State","Mountain West",144
"76",809,17,27,"Conference USA","Central Florida","UCF",26,38,"",17,26,"BALL","Ball State","Mid-American",15
"788",810,17,18,"Mountain West","Boise State","BST",20,28,"",26,26,"WASH","Washington","Pac-12",193
"179",811,17,82,"Sun Belt","Louisiana-Lafayette","LA-L",26,43,"",34,26,"ECU","East Carolina","Conference USA",40
"222",812,17,158,"Conference USA","Southern Methodist","SMU",26,43,"",10,26,"FRES","Fresno State","Mountain West",52
"814",813,18,28,"Mid-American","Central Michigan","CMU",26,24,"",21,26,"WKU","Western Kentucky","Sun Belt",199
"743",814,18,16,"Big 12","Baylor","BAY",26,49,"",26,17,"UCLA","UCLA","Pac-12",183
"172",815,18,31,"Big East","Cincinnati","CIN",26,48,"",34,26,"DUKE","Duke","Atlantic Coast",39
"97",816,18,145,"Western Athletic","San Jose State","SJSU",24,29,"",20,26,"BG","Bowling Green State","Mid-American",20
"350",817,18,126,"Mid-American","Ohio","OHIO",26,45,"",14,26,"LA-M","Louisiana-Monroe","Sun Belt",83
"424",818,18,175,"Big 12","Texas Tech","TTU",26,34,"",31,26,"MINN","Minnesota","Big Ten",96
"580",819,18,190,"Atlantic Coast","Virginia Tech","VT",26,13,"",10,26,"RUT","Rutgers","Big East",140
"450",820,18,9,"Pac-12","Arizona State","ASU",26,62,"",28,26,"NAVY","Navy","Independent",103
"688",821,18,94,"Big Ten","Michigan State","MSU",26,17,"",16,26,"TCU","Texas Christian","Big 12",172
"3",822,18,138,"Conference USA","Rice","RICE",26,33,"",14,26,"AF","Air Force","Mountain West",1
"805",823,18,164,"Big East","Syracuse","SYR",26,38,"",14,26,"WV","West Virginia","Big 12",196
"548",824,18,169,"Big 12","Texas","TEX",26,31,"",27,15,"ORST","Oregon State","Pac-12",131
"337",825,19,33,"Atlantic Coast","Clemson","CLEM",14,25,"",24,9,"LSU","Louisiana State","Southeastern",80
"625",826,19,58,"Atlantic Coast","Georgia Tech","GT",26,21,"",7,26,"USC","Southern California","Pac-12",156
"298",827,19,182,"Conference USA","Tulsa","TULSA",26,31,"",17,26,"ISU","Iowa State","Big 12",70
"507",828,19,186,"Southeastern","Vanderbilt","VAN",26,38,"",24,26,"NCST","North Carolina State","Atlantic Coast",114
"521",829,20,50,"Atlantic Coast","Florida State","FSU",13,31,"",10,16,"NIU","Northern Illinois","Mid-American",120
"453",830,20,55,"Southeastern","Georgia","UGA",6,45,"",31,23,"NEB","Nebraska","Big Ten",104
"435",831,20,122,"Big Ten","Northwestern","NU",21,34,"",20,26,"MISS ST","Mississippi State","Southeastern",98
"563",832,20,129,"Big 12","Oklahoma State","OKST",26,58,"",14,26,"PUR","Purdue","Big Ten",136
"405",833,20,148,"Southeastern","South Carolina","SC",11,33,"",28,19,"MICH","Michigan","Big Ten",93
"829",834,20,161,"Pac-12","Stanford","STAN",8,20,"",14,26,"WIS","Wisconsin","Big Ten",202
"198",835,20,84,"Big East","Louisville","LOU",22,33,"",23,4,"UF","Florida","Southeastern",46
"320",836,20,130,"Pac-12","Oregon","ORE",5,35,"",17,7,"KSU","Kansas State","Big 12",75
"537",837,20,170,"Southeastern","Texas A&M","TAMU",10,41,"",13,12,"OU","Oklahoma","Big 12",128
"553",838,20,97,"Southeastern","Mississippi","OLE",26,38,"",17,26,"PITT","Pittsburgh","Big East",133
"321",839,20,11,"Sun Belt","Arkansas State","ARKST",26,17,"",13,25,"KENT","Kent State","Mid-American",76
"531",840,20,3,"Southeastern","Alabama","BAMA",2,42,"",14,1,"ND","Notre Dame","Independent",125
