"","game.id","w.id","l.id","week","w.conference","w.rank","w.name","w.abbrvs","w.pts","w.ptdiff","l.conference","l.rank","l.name","l.abbrvs","l.pts","l.ptdiff"
"631",631,75,172,11,"Big 12",3,"Kansas State","KSU",23,13,"Big 12",26,"Texas Christian","TCU",10,-13
"632",632,76,92,11,"Mid-American",26,"Kent State","KENT",48,16,"Mid-American",26,"Miami OH","MIA-O",32,-16
"633",633,80,98,11,"Southeastern",9,"Louisiana State","LSU",37,20,"Southeastern",22,"Mississippi State","MISS ST",17,-20
"634",634,81,174,11,"Western Athletic",19,"Louisiana Tech","LTU",62,7,"Western Athletic",26,"Texas State","TEXST",55,-7
"635",635,88,2,11,"Mid-American",26,"Massachusetts","UMASS",22,8,"Mid-American",26,"Akron","AKRON",14,-8
"636",636,90,181,11,"Conference USA",26,"Memphis","MEM",37,14,"Conference USA",26,"Tulane","TULA",23,-14
"637",637,93,122,11,"Big Ten",26,"Michigan","MICH",38,7,"Big Ten",26,"Northwestern","NU",31,-7
"638",638,96,65,11,"Big Ten",26,"Minnesota","MINN",17,14,"Big Ten",26,"Illinois","IL",3,-14
"639",639,99,166,11,"Southeastern",26,"Missouri","MIZZ",51,3,"Southeastern",26,"Tennessee","TEN",48,-3
"640",640,104,132,11,"Big Ten",18,"Nebraska","NEB",32,9,"Big Ten",26,"Penn State","PENN",23,-9
"641",641,114,192,11,"Atlantic Coast",26,"North Carolina State","NCST",37,31,"Atlantic Coast",26,"Wake Forest","WAKE",6,-31
"642",642,117,147,11,"Sun Belt",26,"North Texas","NTEX",24,10,"Sun Belt",26,"South Alabama","SOBAMA",14,-10
"643",643,125,19,11,"Independent",4,"Notre Dame","ND",21,15,"Atlantic Coast",26,"Boston College","BC",6,-15
"644",644,128,16,11,"Big 12",14,"Oklahoma","OU",42,8,"Big 12",26,"Baylor","BAY",34,-8
"645",645,129,196,11,"Big 12",26,"Oklahoma State","OKST",55,21,"Big 12",26,"West Virginia","WV",34,-21
"646",646,130,24,11,"Pac-12",2,"Oregon","ORE",59,42,"Pac-12",26,"California","CAL",17,-42
"647",647,136,69,11,"Big Ten",26,"Purdue","PUR",27,3,"Big Ten",26,"Iowa","IOWA",24,-3
"648",648,140,12,11,"Big East",24,"Rutgers","RUT",28,21,"Independent",26,"Army","ARMY",7,-21
"649",649,144,1,11,"Mountain West",26,"San Diego State","SDSU",28,19,"Mountain West",26,"Air Force","AF",9,-19
"650",650,145,109,11,"Western Athletic",26,"San Jose State","SJSU",47,40,"Western Athletic",26,"New Mexico State","NMSU",7,-40
"651",651,148,10,11,"Southeastern",12,"South Carolina","SC",38,18,"Southeastern",26,"Arkansas","ARK",20,-18
"652",652,156,9,11,"Pac-12",21,"Southern California","USC",38,21,"Pac-12",26,"Arizona State","ASU",17,-21
"653",653,158,159,11,"Conference USA",26,"Southern Methodist","SMU",34,28,"Conference USA",26,"Southern Mississippi","SO MISS",6,-28
"654",654,161,131,11,"Pac-12",16,"Stanford","STAN",27,4,"Pac-12",13,"Oregon State","ORST",23,-4
"655",655,164,84,11,"Big East",26,"Syracuse","SYR",45,19,"Big East",11,"Louisville","LOU",26,-19
"656",656,169,70,11,"Big 12",19,"Texas","TEX",33,26,"Big 12",26,"Iowa State","ISU",7,-26
"657",657,170,3,11,"Southeastern",15,"Texas A&M","TAMU",29,5,"Southeastern",1,"Alabama","BAMA",24,-5
"658",658,175,74,11,"Big 12",25,"Texas Tech","TTU",41,7,"Big 12",26,"Kansas","KU",34,-7
"659",659,177,89,11,"Western Athletic",26,"Texas-San Antonio","UTSA",31,7,"FCS",26,"McNeese State","MCNST",24,-7
"660",660,180,103,11,"Sun Belt",26,"Troy","TROY",41,10,"Independent",26,"Navy","NAVY",31,-10
"661",661,182,61,11,"Conference USA",26,"Tulsa","TULSA",41,34,"Conference USA",26,"Houston","HOU",7,-34
"662",662,183,194,11,"Pac-12",17,"UCLA","UCLA",44,8,"Pac-12",26,"Washington State","WSU",36,-8
"663",663,186,97,11,"Southeastern",26,"Vanderbilt","VAN",27,1,"Southeastern",26,"Mississippi","OLE",26,-1
"664",664,188,91,11,"Atlantic Coast",26,"Virginia","UVA",41,1,"Atlantic Coast",26,"Miami FL","MIA",40,-1
"665",665,193,184,11,"Pac-12",26,"Washington","WASH",34,19,"Pac-12",26,"Utah","UTAH",15,-19
"666",666,202,67,11,"Big Ten",26,"Wisconsin","WIS",62,48,"Big Ten",26,"Indiana","IND",14,-48
"667",667,204,108,11,"Mountain West",26,"Wyoming","WYO",28,5,"Mountain West",26,"New Mexico","NM",23,-5
"668",668,15,126,12,"Mid-American",26,"Ball State","BALL",52,25,"Mid-American",26,"Ohio","OHIO",27,-25
"669",669,120,178,12,"Mid-American",26,"Northern Illinois","NIU",31,7,"Mid-American",26,"Toledo","TOL",24,-7
"670",670,112,188,12,"Atlantic Coast",26,"North Carolina","UNC",37,24,"Atlantic Coast",26,"Virginia","UVA",13,-24
"671",671,1,60,12,"Mountain West",26,"Air Force","AF",21,14,"Mountain West",26,"Hawaii","HAW",7,-14
"672",672,49,48,12,"Sun Belt",26,"Florida International","FIU",34,10,"Sun Belt",26,"Florida Atlantic","FAU",24,-10
"673",673,3,197,12,"Southeastern",4,"Alabama","BAMA",49,49,"FCS",26,"Western Carolina","WCU",0,-49
"674",674,8,184,12,"Pac-12",26,"Arizona","ARI",34,10,"Pac-12",26,"Utah","UTAH",24,-10
"675",675,9,194,12,"Pac-12",26,"Arizona State","ASU",46,39,"Pac-12",26,"Washington State","WSU",7,-39
"676",676,11,180,12,"Sun Belt",26,"Arkansas State","ARKST",41,7,"Sun Belt",26,"Troy","TROY",34,-7
"677",677,13,4,12,"Southeastern",26,"Auburn","AUB",51,44,"FCS",26,"Alabama A&M","BAMA A&M",7,-44
"678",678,16,75,12,"Big 12",26,"Baylor","BAY",52,28,"Big 12",2,"Kansas State","KSU",24,-28
"679",679,18,36,12,"Mountain West",26,"Boise State","BST",42,28,"Mountain West",26,"Colorado State","COLS",14,-28
"680",680,22,88,12,"Mid-American",26,"Buffalo","BUF",29,10,"Mid-American",26,"Massachusetts","UMASS",19,-10
"681",681,28,92,12,"Mid-American",26,"Central Michigan","CMU",30,14,"Mid-American",26,"Miami OH","MIA-O",16,-14
"682",682,33,114,12,"Atlantic Coast",11,"Clemson","CLEM",62,14,"Atlantic Coast",26,"North Carolina State","NCST",48,-14
"683",683,40,181,12,"Conference USA",26,"East Carolina","ECU",28,5,"Conference USA",26,"Tulane","TULA",23,-5
"684",684,43,200,12,"Mid-American",26,"Eastern Michigan","EMU",29,6,"Mid-American",26,"Western Michigan","WMU",23,-6
"685",685,46,72,12,"Southeastern",7,"Florida","UF",23,23,"FCS",26,"Jacksonville State","JVILST",0,-23
"686",686,50,87,12,"Atlantic Coast",10,"Florida State","FSU",41,27,"Atlantic Coast",26,"Maryland","MARY",14,-27
"687",687,55,56,12,"Southeastern",5,"Georgia","UGA",45,31,"FCS",26,"Georgia Southern","GA SOU",14,-31
"688",688,58,39,12,"Atlantic Coast",26,"Georgia Tech","GT",42,18,"Atlantic Coast",26,"Duke","DUKE",24,-18
"689",689,70,74,12,"Big 12",26,"Iowa State","ISU",51,28,"Big 12",26,"Kansas","KU",23,-28
"690",690,76,20,12,"Mid-American",25,"Kent State","KENT",31,7,"Mid-American",26,"Bowling Green State","BG",24,-7
"691",691,77,143,12,"Southeastern",26,"Kentucky","UK",34,31,"FCS",26,"Samford","SAMF",3,-31
"692",692,80,97,12,"Southeastern",8,"Louisiana State","LSU",41,6,"Southeastern",26,"Mississippi","OLE",35,-6
"693",693,82,199,12,"Sun Belt",26,"Louisiana-Lafayette","LA-L",31,4,"Sun Belt",26,"Western Kentucky","WKU",27,-4
"694",694,83,117,12,"Sun Belt",26,"Louisiana-Monroe","LA-M",42,26,"Sun Belt",26,"North Texas","NTEX",16,-26
"695",695,86,61,12,"Conference USA",26,"Marshall","MAR ",44,3,"Conference USA",26,"Houston","HOU",41,-3
"696",696,90,5,12,"Conference USA",26,"Memphis","MEM",46,37,"Conference USA",26,"Alabama-Birmingham","UAB",9,-37
"697",697,91,152,12,"Atlantic Coast",26,"Miami FL","MIA",40,31,"Big East",26,"South Florida","SFU",9,-31
"698",698,93,69,12,"Big Ten",23,"Michigan","MICH",42,25,"Big Ten",26,"Iowa","IOWA",17,-25
"699",699,95,147,12,"Sun Belt",26,"Middle Tennessee State","MTSU",20,8,"Sun Belt",26,"South Alabama","SOBAMA",12,-8
"700",700,98,10,12,"Southeastern",26,"Mississippi State","MISS ST",45,31,"Southeastern",26,"Arkansas","ARK",14,-31
"701",701,103,174,12,"Independent",26,"Navy","NAVY",21,11,"Western Athletic",26,"Texas State","TEXST",10,-11
"702",702,104,96,12,"Big Ten",16,"Nebraska","NEB",38,24,"Big Ten",26,"Minnesota","MINN",14,-24
"703",703,105,108,12,"Mountain West",26,"Nevada","NEV",31,7,"Mountain West",26,"New Mexico","NM",24,-7
"704",704,122,94,12,"Big Ten",26,"Northwestern","NU",23,3,"Big Ten",26,"Michigan State","MSU",20,-3
"705",705,125,192,12,"Independent",3,"Notre Dame","ND",38,38,"Atlantic Coast",26,"Wake Forest","WAKE",0,-38
"706",706,127,202,12,"Big Ten",6,"Ohio State","OSU",21,7,"Big Ten",26,"Wisconsin","WIS",14,-7
"707",707,128,196,12,"Big 12",13,"Oklahoma","OU",50,1,"Big 12",26,"West Virginia","WV",49,-1
"708",708,129,175,12,"Big 12",26,"Oklahoma State","OKST",59,38,"Big 12",23,"Texas Tech","TTU",21,-38
"709",709,131,24,12,"Pac-12",15,"Oregon State","ORST",62,48,"Pac-12",26,"California","CAL",14,-48
"710",710,132,67,12,"Big Ten",26,"Penn State","PENN",45,23,"Big Ten",26,"Indiana","IND",22,-23
"711",711,136,65,12,"Big Ten",26,"Purdue","PUR",20,3,"Big Ten",26,"Illinois","IL",17,-3
"712",712,138,158,12,"Conference USA",26,"Rice","RICE",36,16,"Conference USA",26,"Southern Methodist","SMU",20,-16
"713",713,140,31,12,"Big East",22,"Rutgers","RUT",10,7,"Big East",26,"Cincinnati","CIN",3,-7
"714",714,145,21,12,"Western Athletic",26,"San Jose State","SJSU",20,6,"Independent",26,"Brigham Young","BYU",14,-6
"715",715,148,203,12,"Southeastern",12,"South Carolina","SC",24,17,"FCS",26,"Wofford","WOFF",7,-17
"716",716,161,130,12,"Pac-12",14,"Stanford","STAN",17,3,"Pac-12",1,"Oregon","ORE",14,-3
"717",717,164,99,12,"Big East",26,"Syracuse","SYR",31,4,"Southeastern",26,"Missouri","MIZZ",27,-4
"718",718,165,12,12,"Big East",26,"Temple","TEM",63,31,"Independent",26,"Army","ARMY",32,-31
"719",719,170,142,12,"Southeastern",9,"Texas A&M","TAMU",47,19,"FCS",26,"Sam Houston State","SAMH",28,-19
"720",720,176,159,12,"Conference USA",26,"Texas-El Paso","UT-EP",34,1,"Conference USA",26,"Southern Mississippi","SO MISS",33,-1
"721",721,177,63,12,"Western Athletic",26,"Texas-San Antonio","UTSA",34,7,"Western Athletic",26,"Idaho","ID",27,-7
"722",722,182,27,12,"Conference USA",26,"Tulsa","TULSA",23,2,"Conference USA",26,"Central Florida","UCF",21,-2
"723",723,183,156,12,"Pac-12",17,"UCLA","UCLA",38,10,"Pac-12",21,"Southern California","USC",28,-10
"724",724,185,81,12,"Western Athletic",26,"Utah State","UTST",48,7,"Western Athletic",19,"Louisiana Tech","LTU",41,-7
"725",725,186,166,12,"Southeastern",26,"Vanderbilt","VAN",41,23,"Southeastern",26,"Tennessee","TEN",18,-23
"726",726,190,19,12,"Atlantic Coast",26,"Virginia Tech","VT",30,7,"Atlantic Coast",26,"Boston College","BC",23,-7
"727",727,193,35,12,"Pac-12",26,"Washington","WASH",38,35,"Pac-12",26,"Colorado","COL",3,-35
"728",728,204,106,12,"Mountain West",26,"Wyoming","WYO",28,5,"Mountain West",26,"Nevada-Las Vegas","UNLV",23,-5
"729",729,178,2,13,"Mid-American",26,"Toledo","TOL",35,12,"Mid-American",26,"Akron","AKRON",23,-12
"730",730,172,169,13,"Big 12",26,"Texas Christian","TCU",20,7,"Big 12",18,"Texas","TEX",13,-7
"731",731,9,8,13,"Pac-12",26,"Arizona State","ASU",41,7,"Pac-12",26,"Arizona","ARI",34,-7
"732",732,15,92,13,"Mid-American",26,"Ball State","BALL",31,7,"Mid-American",26,"Miami OH","MIA-O",24,-7
"733",733,20,22,13,"Mid-American",26,"Bowling Green State","BG",21,14,"Mid-American",26,"Buffalo","BUF",7,-14
"734",734,28,88,13,"Mid-American",26,"Central Michigan","CMU",42,21,"Mid-American",26,"Massachusetts","UMASS",21,-21
"735",735,31,152,13,"Big East",26,"Cincinnati","CIN",27,17,"Big East",26,"South Florida","SFU",10,-17
"736",736,40,86,13,"Conference USA",26,"East Carolina","ECU",65,6,"Conference USA",26,"Marshall","MAR ",59,-6
"737",737,76,126,13,"Mid-American",23,"Kent State","KENT",28,22,"Mid-American",26,"Ohio","OHIO",6,-22
"738",738,80,10,13,"Southeastern",8,"Louisiana State","LSU",20,7,"Southeastern",26,"Arkansas","ARK",13,-7
"739",739,104,69,13,"Big Ten",17,"Nebraska","NEB",13,6,"Big Ten",26,"Iowa","IOWA",7,-6
"740",740,120,43,13,"Mid-American",24,"Northern Illinois","NIU",49,42,"Mid-American",26,"Eastern Michigan","EMU",7,-42
"741",741,164,165,13,"Big East",26,"Syracuse","SYR",38,18,"Big East",26,"Temple","TEM",20,-18
"742",742,184,35,13,"Pac-12",26,"Utah","UTAH",42,7,"Pac-12",26,"Colorado","COL",35,-7
"743",743,194,193,13,"Pac-12",26,"Washington State","WSU",31,3,"Pac-12",26,"Washington","WASH",28,-3
"744",744,196,70,13,"Big 12",26,"West Virginia","WV",31,7,"Big 12",26,"Iowa State","ISU",24,-7
"745",745,3,13,13,"Southeastern",2,"Alabama","BAMA",49,49,"Southeastern",26,"Auburn","AUB",0,-49
"746",746,16,175,13,"Big 12",26,"Baylor","BAY",52,7,"Big 12",26,"Texas Tech","TTU",45,-7
"747",747,21,109,13,"Independent",26,"Brigham Young","BYU",50,36,"Western Athletic",26,"New Mexico State","NMSU",14,-36
"748",748,27,5,13,"Conference USA",26,"Central Florida","UCF",49,25,"Conference USA",26,"Alabama-Birmingham","UAB",24,-25
"749",749,36,108,13,"Mountain West",26,"Colorado State","COLS",24,4,"Mountain West",26,"New Mexico","NM",20,-4
"750",750,37,84,13,"Big East",26,"Connecticut","UCONN",23,3,"Big East",19,"Louisville","LOU",20,-3
"751",751,46,50,13,"Southeastern",6,"Florida","UF",37,11,"Atlantic Coast",10,"Florida State","FSU",26,-11
"752",752,52,1,13,"Mountain West",26,"Fresno State","FRES",48,33,"Mountain West",26,"Air Force","AF",15,-33
"753",753,55,58,13,"Southeastern",3,"Georgia","UGA",42,32,"Atlantic Coast",26,"Georgia Tech","GT",10,-32
"754",754,60,106,13,"Mountain West",26,"Hawaii","HAW",48,38,"Mountain West",26,"Nevada-Las Vegas","UNLV",10,-38
"755",755,61,181,13,"Conference USA",26,"Houston","HOU",40,23,"Conference USA",26,"Tulane","TULA",17,-23
"756",756,82,147,13,"Sun Belt",26,"Louisiana-Lafayette","LA-L",52,22,"Sun Belt",26,"South Alabama","SOBAMA",30,-22
"757",757,83,49,13,"Sun Belt",26,"Louisiana-Monroe","LA-M",23,6,"Sun Belt",26,"Florida International","FIU",17,-6
"758",758,90,159,13,"Conference USA",26,"Memphis","MEM",42,18,"Conference USA",26,"Southern Mississippi","SO MISS",24,-18
"759",759,91,39,13,"Atlantic Coast",26,"Miami FL","MIA",52,7,"Atlantic Coast",26,"Duke","DUKE",45,-7
"760",760,94,96,13,"Big Ten",26,"Michigan State","MSU",26,16,"Big Ten",26,"Minnesota","MINN",10,-16
"761",761,95,180,13,"Sun Belt",26,"Middle Tennessee State","MTSU",24,3,"Sun Belt",26,"Troy","TROY",21,-3
"762",762,97,98,13,"Southeastern",26,"Mississippi","OLE",41,17,"Southeastern",25,"Mississippi State","MISS ST",24,-17
"763",763,112,87,13,"Atlantic Coast",26,"North Carolina","UNC",45,7,"Atlantic Coast",26,"Maryland","MARY",38,-7
"764",764,114,19,13,"Atlantic Coast",26,"North Carolina State","NCST",27,17,"Atlantic Coast",26,"Boston College","BC",10,-17
"765",765,122,65,13,"Big Ten",26,"Northwestern","NU",50,36,"Big Ten",26,"Illinois","IL",14,-36
"766",766,125,156,13,"Independent",1,"Notre Dame","ND",22,9,"Pac-12",26,"Southern California","USC",13,-9
"767",767,127,93,13,"Big Ten",4,"Ohio State","OSU",26,5,"Big Ten",20,"Michigan","MICH",21,-5
"768",768,128,129,13,"Big 12",14,"Oklahoma","OU",51,3,"Big 12",22,"Oklahoma State","OKST",48,-3
"769",769,130,131,13,"Pac-12",5,"Oregon","ORE",48,24,"Pac-12",16,"Oregon State","ORST",24,-24
"770",770,132,202,13,"Big Ten",26,"Penn State","PENN",24,3,"Big Ten",26,"Wisconsin","WIS",21,-3
"771",771,133,140,13,"Big East",26,"Pittsburgh","PITT",27,21,"Big East",21,"Rutgers","RUT",6,-21
"772",772,136,67,13,"Big Ten",26,"Purdue","PUR",56,21,"Big Ten",26,"Indiana","IND",35,-21
"773",773,138,176,13,"Conference USA",26,"Rice","RICE",33,9,"Conference USA",26,"Texas-El Paso","UT-EP",24,-9
"774",774,144,204,13,"Mountain West",26,"San Diego State","SDSU",42,14,"Mountain West",26,"Wyoming","WYO",28,-14
"775",775,145,81,13,"Western Athletic",26,"San Jose State","SJSU",52,9,"Western Athletic",26,"Louisiana Tech","LTU",43,-9
"776",776,148,33,13,"Southeastern",13,"South Carolina","SC",27,10,"Atlantic Coast",12,"Clemson","CLEM",17,-10
"777",777,158,182,13,"Conference USA",26,"Southern Methodist","SMU",35,8,"Conference USA",26,"Tulsa","TULSA",27,-8
"778",778,161,183,13,"Pac-12",11,"Stanford","STAN",35,18,"Pac-12",15,"UCLA","UCLA",17,-18
"779",779,166,77,13,"Southeastern",26,"Tennessee","TEN",37,20,"Southeastern",26,"Kentucky","UK",17,-20
"780",780,170,99,13,"Southeastern",9,"Texas A&M","TAMU",59,30,"Southeastern",26,"Missouri","MIZZ",29,-30
"781",781,177,174,13,"Western Athletic",26,"Texas-San Antonio","UTSA",38,7,"Western Athletic",26,"Texas State","TEXST",31,-7
"782",782,185,63,13,"Western Athletic",25,"Utah State","UTST",45,36,"Western Athletic",26,"Idaho","ID",9,-36
"783",783,186,192,13,"Southeastern",26,"Vanderbilt","VAN",55,34,"Atlantic Coast",26,"Wake Forest","WAKE",21,-34
"784",784,190,188,13,"Atlantic Coast",26,"Virginia Tech","VT",17,3,"Atlantic Coast",26,"Virginia","UVA",14,-3
"785",785,199,117,13,"Sun Belt",26,"Western Kentucky","WKU",25,1,"Sun Belt",26,"North Texas","NTEX",24,-1
"786",786,84,140,14,"Big East",26,"Louisville","LOU",20,3,"Big East",26,"Rutgers","RUT",17,-3
"787",787,120,76,14,"Mid-American",19,"Northern Illinois","NIU",44,7,"Mid-American",18,"Kent State","KENT",37,-7
"788",788,161,183,14,"Pac-12",8,"Stanford","STAN",27,3,"Pac-12",17,"UCLA","UCLA",24,-3
"789",789,3,55,14,"Southeastern",2,"Alabama","BAMA",32,4,"Southeastern",3,"Georgia","UGA",28,-4
"790",790,11,95,14,"Sun Belt",26,"Arkansas State","ARKST",45,45,"Sun Belt",26,"Middle Tennessee State","MTSU",0,-45
"791",791,16,129,14,"Big 12",26,"Baylor","BAY",41,7,"Big 12",24,"Oklahoma State","OKST",34,-7
"792",792,18,105,14,"Mountain West",25,"Boise State","BST",27,6,"Mountain West",26,"Nevada","NEV",21,-6
"793",793,31,37,14,"Big East",26,"Cincinnati","CIN",34,17,"Big East",26,"Connecticut","UCONN",17,-17
"794",794,50,58,14,"Atlantic Coast",13,"Florida State","FSU",21,6,"Atlantic Coast",26,"Georgia Tech","GT",15,-6
"795",795,60,147,14,"Mountain West",26,"Hawaii","HAW",23,16,"Sun Belt",26,"South Alabama","SOBAMA",7,-16
"796",796,75,169,14,"Big 12",7,"Kansas State","KSU",42,18,"Big 12",23,"Texas","TEX",24,-18
"797",797,82,48,14,"Sun Belt",26,"Louisiana-Lafayette","LA-L",35,14,"Sun Belt",26,"Florida Atlantic","FAU",21,-14
"798",798,128,172,14,"Big 12",12,"Oklahoma","OU",24,7,"Big 12",26,"Texas Christian","TCU",17,-7
"799",799,131,110,14,"Pac-12",16,"Oregon State","ORST",77,74,"FCS",26,"Nicholls State","NICHST",3,-74
"800",800,133,152,14,"Big East",26,"Pittsburgh","PITT",27,24,"Big East",26,"South Florida","SFU",3,-24
"801",801,174,109,14,"Western Athletic",26,"Texas State","TEXST",66,38,"Western Athletic",26,"New Mexico State","NMSU",28,-38
"802",802,182,27,14,"Conference USA",26,"Tulsa","TULSA",33,6,"Conference USA",26,"Central Florida","UCF",27,-6
"803",803,196,74,14,"Big 12",26,"West Virginia","WV",59,49,"Big 12",26,"Kansas","KU",10,-49
"804",804,202,104,14,"Big Ten",26,"Wisconsin","WIS",70,39,"Big Ten",14,"Nebraska","NEB",31,-39
"805",805,103,12,15,"Independent",26,"Navy","NAVY",17,4,"Independent",26,"Army","ARMY",13,-4
"806",806,8,105,16,"Pac-12",26,"Arizona","ARI",49,1,"Mountain West",26,"Nevada","NEV",48,-1
"807",807,185,178,16,"Western Athletic",18,"Utah State","UTST",41,26,"Mid-American",26,"Toledo","TOL",15,-26
"808",808,21,144,17,"Independent",26,"Brigham Young","BYU",23,17,"Mountain West",26,"San Diego State","SDSU",6,-17
"809",809,27,15,17,"Conference USA",26,"Central Florida","UCF",38,21,"Mid-American",26,"Ball State","BALL",17,-21
"810",810,18,193,17,"Mountain West",20,"Boise State","BST",28,2,"Pac-12",26,"Washington","WASH",26,-2
"811",811,82,40,17,"Sun Belt",26,"Louisiana-Lafayette","LA-L",43,9,"Conference USA",26,"East Carolina","ECU",34,-9
"812",812,158,52,17,"Conference USA",26,"Southern Methodist","SMU",43,33,"Mountain West",26,"Fresno State","FRES",10,-33
"813",813,28,199,18,"Mid-American",26,"Central Michigan","CMU",24,3,"Sun Belt",26,"Western Kentucky","WKU",21,-3
"814",814,16,183,18,"Big 12",26,"Baylor","BAY",49,23,"Pac-12",17,"UCLA","UCLA",26,-23
"815",815,31,39,18,"Big East",26,"Cincinnati","CIN",48,14,"Atlantic Coast",26,"Duke","DUKE",34,-14
"816",816,145,20,18,"Western Athletic",24,"San Jose State","SJSU",29,9,"Mid-American",26,"Bowling Green State","BG",20,-9
"817",817,126,83,18,"Mid-American",26,"Ohio","OHIO",45,31,"Sun Belt",26,"Louisiana-Monroe","LA-M",14,-31
"818",818,175,96,18,"Big 12",26,"Texas Tech","TTU",34,3,"Big Ten",26,"Minnesota","MINN",31,-3
"819",819,190,140,18,"Atlantic Coast",26,"Virginia Tech","VT",13,3,"Big East",26,"Rutgers","RUT",10,-3
"820",820,9,103,18,"Pac-12",26,"Arizona State","ASU",62,34,"Independent",26,"Navy","NAVY",28,-34
"821",821,94,172,18,"Big Ten",26,"Michigan State","MSU",17,1,"Big 12",26,"Texas Christian","TCU",16,-1
"822",822,138,1,18,"Conference USA",26,"Rice","RICE",33,19,"Mountain West",26,"Air Force","AF",14,-19
"823",823,164,196,18,"Big East",26,"Syracuse","SYR",38,24,"Big 12",26,"West Virginia","WV",14,-24
"824",824,169,131,18,"Big 12",26,"Texas","TEX",31,4,"Pac-12",15,"Oregon State","ORST",27,-4
"825",825,33,80,19,"Atlantic Coast",14,"Clemson","CLEM",25,1,"Southeastern",9,"Louisiana State","LSU",24,-1
"826",826,58,156,19,"Atlantic Coast",26,"Georgia Tech","GT",21,14,"Pac-12",26,"Southern California","USC",7,-14
"827",827,182,70,19,"Conference USA",26,"Tulsa","TULSA",31,14,"Big 12",26,"Iowa State","ISU",17,-14
"828",828,186,114,19,"Southeastern",26,"Vanderbilt","VAN",38,14,"Atlantic Coast",26,"North Carolina State","NCST",24,-14
"829",829,50,120,20,"Atlantic Coast",13,"Florida State","FSU",31,21,"Mid-American",16,"Northern Illinois","NIU",10,-21
"830",830,55,104,20,"Southeastern",6,"Georgia","UGA",45,14,"Big Ten",23,"Nebraska","NEB",31,-14
"831",831,122,98,20,"Big Ten",21,"Northwestern","NU",34,14,"Southeastern",26,"Mississippi State","MISS ST",20,-14
"832",832,129,136,20,"Big 12",26,"Oklahoma State","OKST",58,44,"Big Ten",26,"Purdue","PUR",14,-44
"833",833,148,93,20,"Southeastern",11,"South Carolina","SC",33,5,"Big Ten",19,"Michigan","MICH",28,-5
"834",834,161,202,20,"Pac-12",8,"Stanford","STAN",20,6,"Big Ten",26,"Wisconsin","WIS",14,-6
"835",835,84,46,20,"Big East",22,"Louisville","LOU",33,10,"Southeastern",4,"Florida","UF",23,-10
"836",836,130,75,20,"Pac-12",5,"Oregon","ORE",35,18,"Big 12",7,"Kansas State","KSU",17,-18
"837",837,170,128,20,"Southeastern",10,"Texas A&M","TAMU",41,28,"Big 12",12,"Oklahoma","OU",13,-28
"838",838,97,133,20,"Southeastern",26,"Mississippi","OLE",38,21,"Big East",26,"Pittsburgh","PITT",17,-21
"839",839,11,76,20,"Sun Belt",26,"Arkansas State","ARKST",17,4,"Mid-American",25,"Kent State","KENT",13,-4
"840",840,3,125,20,"Southeastern",2,"Alabama","BAMA",42,28,"Independent",1,"Notre Dame","ND",14,-28
