"","game.id","outcome","abbrvs","conference","name","pts","rank"
"431",216,"l","UTST","Western Athletic","Utah State",14,26
"432",216,"w","WIS","Big Ten","Wisconsin",16,26
"433",217,"l","BUF","Mid-American","Buffalo",7,26
"434",217,"w","KENT","Mid-American","Kent State",23,26
"435",218,"l","BYU","Independent","Brigham Young",6,26
"436",218,"w","BST","Mountain West","Boise State",7,24
"437",219,"l","LA-M","Sun Belt","Louisiana-Monroe",42,26
"438",219,"w","BAY","Big 12","Baylor",47,26
"439",220,"l","FAU","Sun Belt","Florida Atlantic",7,26
"440",220,"w","BAMA","Southeastern","Alabama",40,1
"441",221,"l","UTAH","Pac-12","Utah",7,26
"442",221,"w","ASU","Pac-12","Arizona State",37,26
"443",222,"l","ALCORN","FCS","Alcorn State",0,26
"444",222,"w","ARKST","Sun Belt","Arkansas State",56,26
"445",223,"l","SFU","Big East","South Florida",27,26
"446",223,"w","BALL","Mid-American","Ball State",31,26
"447",224,"l","IOWA","Big Ten","Iowa",31,26
"448",224,"w","CMU","Mid-American","Central Michigan",32,26
"449",225,"l","WSU","Pac-12","Washington State",34,26
"450",225,"w","COL","Pac-12","Colorado",35,26
"451",226,"l","MEM","Conference USA","Memphis",14,26
"452",226,"w","DUKE","Atlantic Coast","Duke",38,26
"453",227,"l","UK","Southeastern","Kentucky",0,26
"454",227,"w","UF","Southeastern","Florida",38,14
"455",228,"l","CLEM","Atlantic Coast","Clemson",37,10
"456",228,"w","FSU","Atlantic Coast","Florida State",49,4
"457",229,"l","VAN","Southeastern","Vanderbilt",3,26
"458",229,"w","UGA","Southeastern","Georgia",48,5
"459",230,"l","OU","Big 12","Oklahoma",19,6
"460",230,"w","KSU","Big 12","Kansas State",24,15
"461",231,"l","AUB","Southeastern","Auburn",10,26
"462",231,"w","LSU","Southeastern","Louisiana State",12,2
"463",232,"l","IL","Big Ten","Illinois",24,26
"464",232,"w","LTU","Western Athletic","Louisiana Tech",52,26
"465",233,"l","FIU","Sun Belt","Florida International",21,26
"466",233,"w","LOU","Big East","Louisville",28,20
"467",234,"l","RICE","Conference USA","Rice",51,26
"468",234,"w","MAR ","Conference USA","Marshall",54,26
"469",235,"l","GT","Atlantic Coast","Georgia Tech",36,26
"470",235,"w","MIA","Atlantic Coast","Miami FL",42,26
"471",236,"l","UMASS","Mid-American","Massachusetts",16,26
"472",236,"w","MIA-O","Mid-American","Miami OH",27,26
"473",237,"l","EMU","Mid-American","Eastern Michigan",7,26
"474",237,"w","MSU","Big Ten","Michigan State",23,21
"475",238,"l","SYR","Big East","Syracuse",10,26
"476",238,"w","MINN","Big Ten","Minnesota",17,26
"477",239,"l","TULA","Conference USA","Tulane",0,26
"478",239,"w","OLE","Southeastern","Mississippi",39,26
"479",240,"l","SOBAMA","Sun Belt","South Alabama",10,26
"480",240,"w","MISS ST","Southeastern","Mississippi State",30,23
"481",241,"l","VMI","FCS","Virginia Military Institute",3,26
"482",241,"w","NAVY","Independent","Navy",41,26
"483",242,"l","IDST","FCS","Idaho State",7,26
"484",242,"w","NEB","Big Ten","Nebraska",73,25
"485",243,"l","HAW","Mountain West","Hawaii",24,26
"486",243,"w","NEV","Mountain West","Nevada",69,26
"487",244,"l","AF","Mountain West","Air Force",35,26
"488",244,"w","UNLV","Mountain West","Nevada-Las Vegas",38,26
"489",245,"l","NMSU","Western Athletic","New Mexico State",14,26
"490",245,"w","NM","Mountain West","New Mexico",27,26
"491",246,"l","ECU","Conference USA","East Carolina",6,26
"492",246,"w","UNC","Atlantic Coast","North Carolina",27,26
"493",247,"l","CIT","FCS","Citadel",14,26
"494",247,"w","NCST","Atlantic Coast","North Carolina State",52,26
"495",248,"l","KU","Big 12","Kansas",23,26
"496",248,"w","NIU","Mid-American","Northern Illinois",30,26
"497",249,"l","USD","FCS","South Dakota",7,26
"498",249,"w","NU","Big Ten","Northwestern",38,26
"499",250,"l","MICH","Big Ten","Michigan",6,18
"500",250,"w","ND","Independent","Notre Dame",13,11
"501",251,"l","NFLKST","FCS","Norfolk State",10,26
"502",251,"w","OHIO","Mid-American","Ohio",44,26
"503",252,"l","UAB","Conference USA","Alabama-Birmingham",15,26
"504",252,"w","OSU","Big Ten","Ohio State",29,16
"505",253,"l","ARI","Pac-12","Arizona",0,22
"506",253,"w","ORE","Pac-12","Oregon",49,3
"507",254,"l","UCLA","Pac-12","UCLA",20,19
"508",254,"w","ORST","Pac-12","Oregon State",27,26
"509",255,"l","TEM","Big East","Temple",13,26
"510",255,"w","PENN","Big Ten","Penn State",24,26
"511",256,"l","GARDWB","FCS","Gardner-Webb",10,26
"512",256,"w","PITT","Big East","Pittsburgh",55,26
"513",257,"l","ARK","Southeastern","Arkansas",26,26
"514",257,"w","RUT","Big East","Rutgers",35,26
"515",258,"l","SDSU","Mountain West","San Diego State",34,26
"516",258,"w","SJSU","Western Athletic","San Jose State",38,26
"517",259,"l","MIZZ","Southeastern","Missouri",10,26
"518",259,"w","SC","Southeastern","South Carolina",31,7
"519",260,"l","CAL","Pac-12","California",9,26
"520",260,"w","USC","Pac-12","Southern California",27,13
"521",261,"l","AKRON","Mid-American","Akron",26,26
"522",261,"w","TEN","Southeastern","Tennessee",47,26
"523",262,"l","SCST","FCS","South Carolina State",14,26
"524",262,"w","TAMU","Southeastern","Texas A&M",70,26
"525",263,"l","UVA","Atlantic Coast","Virginia",7,26
"526",263,"w","TCU","Big 12","Texas Christian",27,17
"527",264,"l","SFAUST","FCS","Stephen F. Austin",37,26
"528",264,"w","TEXST","Western Athletic","Texas State",41,26
"529",265,"l","NWOKST","Division II","Northwestern Oklahoma State",3,26
"530",265,"w","UTSA","Western Athletic","Texas-San Antonio",56,26
"531",266,"l","CC","FCS","Coastal Carolina",28,26
"532",266,"w","TOL","Mid-American","Toledo",38,26
"533",267,"l","NTEX","Sun Belt","North Texas",7,26
"534",267,"w","TROY","Sun Belt","Troy",14,26
"535",268,"l","FRES","Mountain West","Fresno State",26,26
"536",268,"w","TULSA","Conference USA","Tulsa",27,26
"537",269,"l","COLS","Mountain West","Colorado State",19,26
"538",269,"w","UTST","Western Athletic","Utah State",31,26
"539",270,"l","BG","Mid-American","Bowling Green State",0,26
"540",270,"w","VT","Atlantic Coast","Virginia Tech",37,26
"541",271,"l","ARMY","Independent","Army",37,26
"542",271,"w","WAKE","Atlantic Coast","Wake Forest",49,26
"543",272,"l","MARY","Atlantic Coast","Maryland",21,26
"544",272,"w","WV","Big 12","West Virginia",31,8
"545",273,"l","SO MISS","Conference USA","Southern Mississippi",17,26
"546",273,"w","WKU","Sun Belt","Western Kentucky",42,26
"547",274,"l","UCONN","Big East","Connecticut",24,26
"548",274,"w","WMU","Mid-American","Western Michigan",30,26
"549",275,"l","UT-EP","Conference USA","Texas-El Paso",26,26
"550",275,"w","WIS","Big Ten","Wisconsin",37,26
"551",276,"l","ID","Western Athletic","Idaho",37,26
"552",276,"w","WYO","Mountain West","Wyoming",40,26
"553",277,"l","STAN","Pac-12","Stanford",13,8
"554",277,"w","WASH","Pac-12","Washington",17,26
"555",278,"l","HAW","Mountain West","Hawaii",0,26
"556",278,"w","BYU","Independent","Brigham Young",47,26
"557",279,"l","COLS","Mountain West","Colorado State",21,26
"558",279,"w","AF","Mountain West","Air Force",42,26
"559",280,"l","OLE","Southeastern","Mississippi",14,26
"560",280,"w","BAMA","Southeastern","Alabama",33,1
"561",281,"l","CAL","Pac-12","California",17,26
"562",281,"w","ASU","Pac-12","Arizona State",27,26
"563",282,"l","NM","Mountain West","New Mexico",29,26
"564",282,"w","BST","Mountain West","Boise State",32,24
"565",283,"l","RI","FCS","Rhode Island",8,26
"566",283,"w","BG","Mid-American","Bowling Green State",48,26
"567",284,"l","VT","Atlantic Coast","Virginia Tech",24,26
"568",284,"w","CIN","Big East","Cincinnati",27,26
"569",285,"l","BC","Atlantic Coast","Boston College",31,26
"570",285,"w","CLEM","Atlantic Coast","Clemson",45,17
"571",286,"l","BUF","Mid-American","Buffalo",17,26
"572",286,"w","UCONN","Big East","Connecticut",24,26
"573",287,"l","WAKE","Atlantic Coast","Wake Forest",27,26
"574",287,"w","DUKE","Atlantic Coast","Duke",34,26
"575",288,"l","UT-EP","Conference USA","Texas-El Paso",18,26
"576",288,"w","ECU","Conference USA","East Carolina",28,26
"577",289,"l","SFU","Big East","South Florida",17,26
"578",289,"w","FSU","Atlantic Coast","Florida State",30,4
"579",290,"l","SDSU","Mountain West","San Diego State",40,26
"580",290,"w","FRES","Mountain West","Fresno State",52,26
"581",291,"l","TEN","Southeastern","Tennessee",44,26
"582",291,"w","UGA","Southeastern","Georgia",51,5
"583",292,"l","RICE","Conference USA","Rice",14,26
"584",292,"w","HOU","Conference USA","Houston",35,26
"585",293,"l","MINN","Big Ten","Minnesota",13,26
"586",293,"w","IOWA","Big Ten","Iowa",31,26
"587",294,"l","BALL","Mid-American","Ball State",43,26
"588",294,"w","KENT","Mid-American","Kent State",45,26
"589",295,"l","TOW","FCS","Towson",22,26
"590",295,"w","LSU","Southeastern","Louisiana State",38,3
"591",296,"l","UVA","Atlantic Coast","Virginia",38,26
"592",296,"w","LTU","Western Athletic","Louisiana Tech",44,26
"593",297,"l","FIU","Sun Belt","Florida International",20,26
"594",297,"w","LA-L","Sun Belt","Louisiana-Lafayette",48,26
"595",298,"l","TULA","Conference USA","Tulane",10,26
"596",298,"w","LA-M","Sun Belt","Louisiana-Monroe",63,26
"597",299,"l","SO MISS","Conference USA","Southern Mississippi",17,26
"598",299,"w","LOU","Big East","Louisville",21,19
"599",300,"l","NCST","Atlantic Coast","North Carolina State",37,26
"600",300,"w","MIA","Atlantic Coast","Miami FL",44,26
"601",301,"l","AKRON","Mid-American","Akron",49,26
"602",301,"w","MIA-O","Mid-American","Miami OH",56,26
"603",302,"l","GT","Atlantic Coast","Georgia Tech",28,26
"604",302,"w","MTSU","Sun Belt","Middle Tennessee State",49,26
"605",303,"l","UCF","Conference USA","Central Florida",16,26
"606",303,"w","MIZZ","Southeastern","Missouri",21,26
"607",304,"l","WIS","Big Ten","Wisconsin",27,26
"608",304,"w","NEB","Big Ten","Nebraska",30,22
"609",305,"l","TEXST","Western Athletic","Texas State",21,26
"610",305,"w","NEV","Mountain West","Nevada",34,26
"611",306,"l","ID","Western Athletic","Idaho",0,26
"612",306,"w","UNC","Atlantic Coast","North Carolina",66,26
"613",307,"l","FAU","Sun Belt","Florida Atlantic",14,26
"614",307,"w","NTEX","Sun Belt","North Texas",20,26
"615",308,"l","CMU","Mid-American","Central Michigan",24,26
"616",308,"w","NIU","Mid-American","Northern Illinois",55,26
"617",309,"l","IND","Big Ten","Indiana",29,26
"618",309,"w","NU","Big Ten","Northwestern",44,26
"619",310,"l","UMASS","Mid-American","Massachusetts",34,26
"620",310,"w","OHIO","Mid-American","Ohio",37,26
"621",311,"l","MSU","Big Ten","Michigan State",16,20
"622",311,"w","OSU","Big Ten","Ohio State",17,14
"623",312,"l","WSU","Pac-12","Washington State",26,26
"624",312,"w","ORE","Pac-12","Oregon",51,2
"625",313,"l","ARI","Pac-12","Arizona",35,26
"626",313,"w","ORST","Pac-12","Oregon State",38,18
"627",314,"l","IL","Big Ten","Illinois",7,26
"628",314,"w","PENN","Big Ten","Penn State",35,26
"629",315,"l","MAR ","Conference USA","Marshall",41,26
"630",315,"w","PUR","Big Ten","Purdue",51,26
"631",316,"l","NAVY","Independent","Navy",0,26
"632",316,"w","SJSU","Western Athletic","San Jose State",12,26
"633",317,"l","UK","Southeastern","Kentucky",17,26
"634",317,"w","SC","Southeastern","South Carolina",38,6
"635",318,"l","ARMY","Independent","Army",3,26
"636",318,"w","STBRK","FCS","Stony Brook",23,26
"637",319,"l","OKST","Big 12","Oklahoma State",36,26
"638",319,"w","TEX","Big 12","Texas",41,12
"639",320,"l","ARK","Southeastern","Arkansas",10,26
"640",320,"w","TAMU","Southeastern","Texas A&M",58,26
"641",321,"l","SMU","Conference USA","Southern Methodist",16,26
"642",321,"w","TCU","Big 12","Texas Christian",24,15
"643",322,"l","ISU","Big 12","Iowa State",13,26
"644",322,"w","TTU","Big 12","Texas Tech",24,26
"645",323,"l","NMSU","Western Athletic","New Mexico State",14,26
"646",323,"w","UTSA","Western Athletic","Texas-San Antonio",35,26
"647",324,"l","WMU","Mid-American","Western Michigan",17,26
"648",324,"w","TOL","Mid-American","Toledo",37,26
"649",325,"l","SOBAMA","Sun Belt","South Alabama",10,26
"650",325,"w","TROY","Sun Belt","Troy",31,26
"651",326,"l","UAB","Conference USA","Alabama-Birmingham",42,26
"652",326,"w","TULSA","Conference USA","Tulsa",49,26
"653",327,"l","COL","Pac-12","Colorado",14,26
"654",327,"w","UCLA","Pac-12","UCLA",42,26
"655",328,"l","UNLV","Mountain West","Nevada-Las Vegas",13,26
"656",328,"w","UTST","Western Athletic","Utah State",35,26
"657",329,"l","BAY","Big 12","Baylor",63,25
"658",329,"w","WV","Big 12","West Virginia",70,9
"659",330,"l","ARKST","Sun Belt","Arkansas State",13,26
"660",330,"w","WKU","Sun Belt","Western Kentucky",26,26
"661",331,"l","FIU","Sun Belt","Florida International",20,26
"662",331,"w","ARKST","Sun Belt","Arkansas State",34,26
"663",332,"l","ECU","Conference USA","East Carolina",20,26
"664",332,"w","UCF","Conference USA","Central Florida",40,26
"665",333,"l","UTAH","Pac-12","Utah",28,26
"666",333,"w","USC","Pac-12","Southern California",38,13
"667",334,"l","UTST","Western Athletic","Utah State",3,26
"668",334,"w","BYU","Independent","Brigham Young",6,26
"669",335,"l","PITT","Big East","Pittsburgh",13,26
"670",335,"w","SYR","Big East","Syracuse",14,26
"671",336,"l","SE LOU","FCS","Southeastern Louisiana",3,26
"672",336,"w","UAB","Conference USA","Alabama-Birmingham",52,26
"673",337,"l","AUB","Southeastern","Auburn",7,26
"674",337,"w","ARK","Southeastern","Arkansas",24,26
"675",338,"l","BC","Atlantic Coast","Boston College",31,26
"676",338,"w","ARMY","Independent","Army",34,26
"677",339,"l","SO MISS","Conference USA","Southern Mississippi",14,26
"678",339,"w","BST","Mountain West","Boise State",40,26
"679",340,"l","AKRON","Mid-American","Akron",10,26
"680",340,"w","BG","Mid-American","Bowling Green State",24,26
"681",341,"l","UCLA","Pac-12","UCLA",17,25
"682",341,"w","CAL","Pac-12","California",43,26
"683",342,"l","MIA-O","Mid-American","Miami OH",14,26
"684",342,"w","CIN","Big East","Cincinnati",52,26
"685",343,"l","GT","Atlantic Coast","Georgia Tech",31,26
"686",343,"w","CLEM","Atlantic Coast","Clemson",47,15
"687",344,"l","UVA","Atlantic Coast","Virginia",17,26
"688",344,"w","DUKE","Atlantic Coast","Duke",42,26
"689",345,"l","LSU","Southeastern","Louisiana State",6,4
"690",345,"w","UF","Southeastern","Florida",14,10
"691",346,"l","COLS","Mountain West","Colorado State",7,26
"692",346,"w","FRES","Mountain West","Fresno State",28,26
"693",347,"l","NTEX","Sun Belt","North Texas",21,26
"694",347,"w","HOU","Conference USA","Houston",44,26
"695",348,"l","NMSU","Western Athletic","New Mexico State",18,26
"696",348,"w","ID","Western Athletic","Idaho",26,26
"697",349,"l","TCU","Big 12","Texas Christian",23,15
"698",349,"w","ISU","Big 12","Iowa State",37,26
"699",350,"l","KU","Big 12","Kansas",16,26
"700",350,"w","KSU","Big 12","Kansas State",56,7
"701",351,"l","EMU","Mid-American","Eastern Michigan",14,26
"702",351,"w","KENT","Mid-American","Kent State",41,26
"703",352,"l","UNLV","Mountain West","Nevada-Las Vegas",31,26
"704",352,"w","LTU","Western Athletic","Louisiana Tech",58,26
"705",353,"l","TULA","Conference USA","Tulane",13,26
"706",353,"w","LA-L","Sun Belt","Louisiana-Lafayette",41,26
"707",354,"l","MTSU","Sun Belt","Middle Tennessee State",17,26
"708",354,"w","LA-M","Sun Belt","Louisiana-Monroe",31,26
"709",355,"l","WAKE","Atlantic Coast","Wake Forest",14,26
"710",355,"w","MARY","Atlantic Coast","Maryland",19,26
"711",356,"l","RICE","Conference USA","Rice",10,26
"712",356,"w","MEM","Conference USA","Memphis",14,26
"713",357,"l","PUR","Big Ten","Purdue",13,26
"714",357,"w","MICH","Big Ten","Michigan",44,26
"715",358,"l","IND","Big Ten","Indiana",27,26
"716",358,"w","MSU","Big Ten","Michigan State",31,26
"717",359,"l","UK","Southeastern","Kentucky",14,26
"718",359,"w","MISS ST","Southeastern","Mississippi State",27,20
"719",360,"l","AF","Mountain West","Air Force",21,26
"720",360,"w","NAVY","Independent","Navy",28,26
"721",361,"l","WYO","Mountain West","Wyoming",28,26
"722",361,"w","NEV","Mountain West","Nevada",35,26
"723",362,"l","TEXST","Western Athletic","Texas State",14,26
"724",362,"w","NM","Mountain West","New Mexico",35,26
"725",363,"l","VT","Atlantic Coast","Virginia Tech",34,26
"726",363,"w","UNC","Atlantic Coast","North Carolina",48,26
"727",364,"l","FSU","Atlantic Coast","Florida State",16,3
"728",364,"w","NCST","Atlantic Coast","North Carolina State",17,26
"729",365,"l","BALL","Mid-American","Ball State",23,26
"730",365,"w","NIU","Mid-American","Northern Illinois",35,26
"731",366,"l","MIA","Atlantic Coast","Miami FL",3,26
"732",366,"w","ND","Independent","Notre Dame",41,9
"733",367,"l","BUF","Mid-American","Buffalo",31,26
"734",367,"w","OHIO","Mid-American","Ohio",38,26
"735",368,"l","NEB","Big Ten","Nebraska",38,21
"736",368,"w","OSU","Big Ten","Ohio State",63,12
"737",369,"l","TTU","Big 12","Texas Tech",20,26
"738",369,"w","OU","Big 12","Oklahoma",41,17
"739",370,"l","WASH","Pac-12","Washington",21,23
"740",370,"w","ORE","Pac-12","Oregon",52,2
"741",371,"l","WSU","Pac-12","Washington State",6,26
"742",371,"w","ORST","Pac-12","Oregon State",19,14
"743",372,"l","NU","Big Ten","Northwestern",28,24
"744",372,"w","PENN","Big Ten","Penn State",39,26
"745",373,"l","UCONN","Big East","Connecticut",3,26
"746",373,"w","RUT","Big East","Rutgers",19,22
"747",374,"l","HAW","Mountain West","Hawaii",14,26
"748",374,"w","SDSU","Mountain West","San Diego State",52,26
"749",375,"l","UGA","Southeastern","Georgia",7,5
"750",375,"w","SC","Southeastern","South Carolina",35,6
"751",376,"l","UT-EP","Conference USA","Texas-El Paso",0,26
"752",376,"w","SMU","Conference USA","Southern Methodist",17,26
"753",377,"l","ARI","Pac-12","Arizona",48,26
"754",377,"w","STAN","Pac-12","Stanford",54,18
"755",378,"l","SFU","Big East","South Florida",28,26
"756",378,"w","TEM","Big East","Temple",37,26
"757",379,"l","OLE","Southeastern","Mississippi",27,26
"758",379,"w","TAMU","Southeastern","Texas A&M",30,26
"759",380,"l","CMU","Mid-American","Central Michigan",35,26
"760",380,"w","TOL","Mid-American","Toledo",50,26
"761",381,"l","MAR ","Conference USA","Marshall",38,26
"762",381,"w","TULSA","Conference USA","Tulsa",45,26
"763",382,"l","MIZZ","Southeastern","Missouri",15,26
"764",382,"w","VAN","Southeastern","Vanderbilt",19,26
"765",383,"l","TEX","Big 12","Texas",45,11
"766",383,"w","WV","Big 12","West Virginia",48,8
"767",384,"l","UMASS","Mid-American","Massachusetts",14,26
"768",384,"w","WMU","Mid-American","Western Michigan",52,26
"769",385,"l","IL","Big Ten","Illinois",14,26
"770",385,"w","WIS","Big Ten","Wisconsin",31,26
"771",386,"l","COL","Pac-12","Colorado",17,26
"772",386,"w","ASU","Pac-12","Arizona State",51,26
"773",387,"l","UT-EP","Conference USA","Texas-El Paso",11,26
"774",387,"w","TULSA","Conference USA","Tulsa",33,26
"775",388,"l","TROY","Sun Belt","Troy",26,26
"776",388,"w","WKU","Sun Belt","Western Kentucky",31,26
"777",389,"l","CMU","Mid-American","Central Michigan",13,26
"778",389,"w","NAVY","Independent","Navy",31,26
"779",390,"l","WYO","Mountain West","Wyoming",27,26
"780",390,"w","AF","Mountain West","Air Force",28,26
"781",391,"l","MIZZ","Southeastern","Missouri",10,26
"782",391,"w","BAMA","Southeastern","Alabama",42,1
"783",392,"l","UK","Southeastern","Kentucky",7,26
"784",392,"w","ARK","Southeastern","Arkansas",49,26
"785",393,"l","SOBAMA","Sun Belt","South Alabama",29,26
"786",393,"w","ARKST","Sun Belt","Arkansas State",36,26
"787",394,"l","WMU","Mid-American","Western Michigan",24,26
"788",394,"w","BALL","Mid-American","Ball State",30,26
"789",395,"l","FRES","Mountain West","Fresno State",10,26
"790",395,"w","BST","Mountain West","Boise State",20,24
"791",396,"l","MIA-O","Mid-American","Miami OH",12,26
"792",396,"w","BG","Mid-American","Bowling Green State",37,26
"793",397,"l","WSU","Pac-12","Washington State",17,26
"794",397,"w","CAL","Pac-12","California",31,26
"795",398,"l","SO MISS","Conference USA","Southern Mississippi",31,26
"796",398,"w","UCF","Conference USA","Central Florida",38,26
"797",399,"l","FORD","FCS","Fordham",17,26
"798",399,"w","CIN","Big East","Cincinnati",49,21
"799",400,"l","MEM","Conference USA","Memphis",7,26
"800",400,"w","ECU","Conference USA","East Carolina",41,26
"801",401,"l","VAN","Southeastern","Vanderbilt",17,26
"802",401,"w","UF","Southeastern","Florida",31,4
"803",402,"l","BC","Atlantic Coast","Boston College",7,26
"804",402,"w","FSU","Atlantic Coast","Florida State",51,12
"805",403,"l","UAB","Conference USA","Alabama-Birmingham",17,26
"806",403,"w","HOU","Conference USA","Houston",39,26
"807",404,"l","MSU","Big Ten","Michigan State",16,26
"808",404,"w","IOWA","Big Ten","Iowa",19,26
"809",405,"l","ISU","Big 12","Iowa State",21,26
"810",405,"w","KSU","Big 12","Kansas State",27,6
"811",406,"l","ARMY","Independent","Army",17,26
"812",406,"w","KENT","Mid-American","Kent State",31,26
"813",407,"l","SC","Southeastern","South Carolina",21,3
"814",407,"w","LSU","Southeastern","Louisiana State",23,9
"815",408,"l","FAU","Sun Belt","Florida Atlantic",14,26
"816",408,"w","LA-M","Sun Belt","Louisiana-Monroe",35,26
"817",409,"l","PITT","Big East","Pittsburgh",35,26
"818",409,"w","LOU","Big East","Louisville",45,18
"819",410,"l","UVA","Atlantic Coast","Virginia",20,26
"820",410,"w","MARY","Atlantic Coast","Maryland",27,26
"821",411,"l","IL","Big Ten","Illinois",0,26
"822",411,"w","MICH","Big Ten","Michigan",45,25
"823",412,"l","FIU","Sun Belt","Florida International",30,26
"824",412,"w","MTSU","Sun Belt","Middle Tennessee State",34,26
"825",413,"l","AUB","Southeastern","Auburn",20,26
"826",413,"w","OLE","Southeastern","Mississippi",41,26
"827",414,"l","TEN","Southeastern","Tennessee",31,26
"828",414,"w","MISS ST","Southeastern","Mississippi State",41,19
"829",415,"l","UNLV","Mountain West","Nevada-Las Vegas",37,26
"830",415,"w","NEV","Mountain West","Nevada",42,26
"831",416,"l","HAW","Mountain West","Hawaii",23,26
"832",416,"w","NM","Mountain West","New Mexico",35,26
"833",417,"l","MIA","Atlantic Coast","Miami FL",14,26
"834",417,"w","UNC","Atlantic Coast","North Carolina",18,26
"835",418,"l","BUF","Mid-American","Buffalo",3,26
"836",418,"w","NIU","Mid-American","Northern Illinois",45,26
"837",419,"l","MINN","Big Ten","Minnesota",13,26
"838",419,"w","NU","Big Ten","Northwestern",21,26
"839",420,"l","STAN","Pac-12","Stanford",13,17
"840",420,"w","ND","Independent","Notre Dame",20,7
"841",421,"l","AKRON","Mid-American","Akron",28,26
"842",421,"w","OHIO","Mid-American","Ohio",34,26
"843",422,"l","IND","Big Ten","Indiana",49,26
"844",422,"w","OSU","Big Ten","Ohio State",52,8
"845",423,"l","TEX","Big 12","Texas",21,15
"846",423,"w","OU","Big 12","Oklahoma",63,13
"847",424,"l","KU","Big 12","Kansas",14,26
"848",424,"w","OKST","Big 12","Oklahoma State",20,26
"849",425,"l","BYU","Independent","Brigham Young",24,26
