"","game.id","outcome","abbrvs","conference","name","pts","rank"
"1264",632,"w","KENT","Mid-American","Kent State",48,26
"1265",633,"l","MISS ST","Southeastern","Mississippi State",17,22
"1266",633,"w","LSU","Southeastern","Louisiana State",37,9
"1267",634,"l","TEXST","Western Athletic","Texas State",55,26
"1268",634,"w","LTU","Western Athletic","Louisiana Tech",62,19
"1269",635,"l","AKRON","Mid-American","Akron",14,26
"1270",635,"w","UMASS","Mid-American","Massachusetts",22,26
"1271",636,"l","TULA","Conference USA","Tulane",23,26
"1272",636,"w","MEM","Conference USA","Memphis",37,26
"1273",637,"l","NU","Big Ten","Northwestern",31,26
"1274",637,"w","MICH","Big Ten","Michigan",38,26
"1275",638,"l","IL","Big Ten","Illinois",3,26
"1276",638,"w","MINN","Big Ten","Minnesota",17,26
"1277",639,"l","TEN","Southeastern","Tennessee",48,26
"1278",639,"w","MIZZ","Southeastern","Missouri",51,26
"1279",640,"l","PENN","Big Ten","Penn State",23,26
"1280",640,"w","NEB","Big Ten","Nebraska",32,18
"1281",641,"l","WAKE","Atlantic Coast","Wake Forest",6,26
"1282",641,"w","NCST","Atlantic Coast","North Carolina State",37,26
"1283",642,"l","SOBAMA","Sun Belt","South Alabama",14,26
"1284",642,"w","NTEX","Sun Belt","North Texas",24,26
"1285",643,"l","BC","Atlantic Coast","Boston College",6,26
"1286",643,"w","ND","Independent","Notre Dame",21,4
"1287",644,"l","BAY","Big 12","Baylor",34,26
"1288",644,"w","OU","Big 12","Oklahoma",42,14
"1289",645,"l","WV","Big 12","West Virginia",34,26
"1290",645,"w","OKST","Big 12","Oklahoma State",55,26
"1291",646,"l","CAL","Pac-12","California",17,26
"1292",646,"w","ORE","Pac-12","Oregon",59,2
"1293",647,"l","IOWA","Big Ten","Iowa",24,26
"1294",647,"w","PUR","Big Ten","Purdue",27,26
"1295",648,"l","ARMY","Independent","Army",7,26
"1296",648,"w","RUT","Big East","Rutgers",28,24
"1297",649,"l","AF","Mountain West","Air Force",9,26
"1298",649,"w","SDSU","Mountain West","San Diego State",28,26
"1299",650,"l","NMSU","Western Athletic","New Mexico State",7,26
"1300",650,"w","SJSU","Western Athletic","San Jose State",47,26
"1301",651,"l","ARK","Southeastern","Arkansas",20,26
"1302",651,"w","SC","Southeastern","South Carolina",38,12
"1303",652,"l","ASU","Pac-12","Arizona State",17,26
"1304",652,"w","USC","Pac-12","Southern California",38,21
"1305",653,"l","SO MISS","Conference USA","Southern Mississippi",6,26
"1306",653,"w","SMU","Conference USA","Southern Methodist",34,26
"1307",654,"l","ORST","Pac-12","Oregon State",23,13
"1308",654,"w","STAN","Pac-12","Stanford",27,16
"1309",655,"l","LOU","Big East","Louisville",26,11
"1310",655,"w","SYR","Big East","Syracuse",45,26
"1311",656,"l","ISU","Big 12","Iowa State",7,26
"1312",656,"w","TEX","Big 12","Texas",33,19
"1313",657,"l","BAMA","Southeastern","Alabama",24,1
"1314",657,"w","TAMU","Southeastern","Texas A&M",29,15
"1315",658,"l","KU","Big 12","Kansas",34,26
"1316",658,"w","TTU","Big 12","Texas Tech",41,25
"1317",659,"l","MCNST","FCS","McNeese State",24,26
"1318",659,"w","UTSA","Western Athletic","Texas-San Antonio",31,26
"1319",660,"l","NAVY","Independent","Navy",31,26
"1320",660,"w","TROY","Sun Belt","Troy",41,26
"1321",661,"l","HOU","Conference USA","Houston",7,26
"1322",661,"w","TULSA","Conference USA","Tulsa",41,26
"1323",662,"l","WSU","Pac-12","Washington State",36,26
"1324",662,"w","UCLA","Pac-12","UCLA",44,17
"1325",663,"l","OLE","Southeastern","Mississippi",26,26
"1326",663,"w","VAN","Southeastern","Vanderbilt",27,26
"1327",664,"l","MIA","Atlantic Coast","Miami FL",40,26
"1328",664,"w","UVA","Atlantic Coast","Virginia",41,26
"1329",665,"l","UTAH","Pac-12","Utah",15,26
"1330",665,"w","WASH","Pac-12","Washington",34,26
"1331",666,"l","IND","Big Ten","Indiana",14,26
"1332",666,"w","WIS","Big Ten","Wisconsin",62,26
"1333",667,"l","NM","Mountain West","New Mexico",23,26
"1334",667,"w","WYO","Mountain West","Wyoming",28,26
"1335",668,"l","OHIO","Mid-American","Ohio",27,26
"1336",668,"w","BALL","Mid-American","Ball State",52,26
"1337",669,"l","TOL","Mid-American","Toledo",24,26
"1338",669,"w","NIU","Mid-American","Northern Illinois",31,26
"1339",670,"l","UVA","Atlantic Coast","Virginia",13,26
"1340",670,"w","UNC","Atlantic Coast","North Carolina",37,26
"1341",671,"l","HAW","Mountain West","Hawaii",7,26
"1342",671,"w","AF","Mountain West","Air Force",21,26
"1343",672,"l","FAU","Sun Belt","Florida Atlantic",24,26
"1344",672,"w","FIU","Sun Belt","Florida International",34,26
"1345",673,"l","WCU","FCS","Western Carolina",0,26
"1346",673,"w","BAMA","Southeastern","Alabama",49,4
"1347",674,"l","UTAH","Pac-12","Utah",24,26
"1348",674,"w","ARI","Pac-12","Arizona",34,26
"1349",675,"l","WSU","Pac-12","Washington State",7,26
"1350",675,"w","ASU","Pac-12","Arizona State",46,26
"1351",676,"l","TROY","Sun Belt","Troy",34,26
"1352",676,"w","ARKST","Sun Belt","Arkansas State",41,26
"1353",677,"l","BAMA A&M","FCS","Alabama A&M",7,26
"1354",677,"w","AUB","Southeastern","Auburn",51,26
"1355",678,"l","KSU","Big 12","Kansas State",24,2
"1356",678,"w","BAY","Big 12","Baylor",52,26
"1357",679,"l","COLS","Mountain West","Colorado State",14,26
"1358",679,"w","BST","Mountain West","Boise State",42,26
"1359",680,"l","UMASS","Mid-American","Massachusetts",19,26
"1360",680,"w","BUF","Mid-American","Buffalo",29,26
"1361",681,"l","MIA-O","Mid-American","Miami OH",16,26
"1362",681,"w","CMU","Mid-American","Central Michigan",30,26
"1363",682,"l","NCST","Atlantic Coast","North Carolina State",48,26
"1364",682,"w","CLEM","Atlantic Coast","Clemson",62,11
"1365",683,"l","TULA","Conference USA","Tulane",23,26
"1366",683,"w","ECU","Conference USA","East Carolina",28,26
"1367",684,"l","WMU","Mid-American","Western Michigan",23,26
"1368",684,"w","EMU","Mid-American","Eastern Michigan",29,26
"1369",685,"l","JVILST","FCS","Jacksonville State",0,26
"1370",685,"w","UF","Southeastern","Florida",23,7
"1371",686,"l","MARY","Atlantic Coast","Maryland",14,26
"1372",686,"w","FSU","Atlantic Coast","Florida State",41,10
"1373",687,"l","GA SOU","FCS","Georgia Southern",14,26
"1374",687,"w","UGA","Southeastern","Georgia",45,5
"1375",688,"l","DUKE","Atlantic Coast","Duke",24,26
"1376",688,"w","GT","Atlantic Coast","Georgia Tech",42,26
"1377",689,"l","KU","Big 12","Kansas",23,26
"1378",689,"w","ISU","Big 12","Iowa State",51,26
"1379",690,"l","BG","Mid-American","Bowling Green State",24,26
"1380",690,"w","KENT","Mid-American","Kent State",31,25
"1381",691,"l","SAMF","FCS","Samford",3,26
"1382",691,"w","UK","Southeastern","Kentucky",34,26
"1383",692,"l","OLE","Southeastern","Mississippi",35,26
"1384",692,"w","LSU","Southeastern","Louisiana State",41,8
"1385",693,"l","WKU","Sun Belt","Western Kentucky",27,26
"1386",693,"w","LA-L","Sun Belt","Louisiana-Lafayette",31,26
"1387",694,"l","NTEX","Sun Belt","North Texas",16,26
"1388",694,"w","LA-M","Sun Belt","Louisiana-Monroe",42,26
"1389",695,"l","HOU","Conference USA","Houston",41,26
"1390",695,"w","MAR ","Conference USA","Marshall",44,26
"1391",696,"l","UAB","Conference USA","Alabama-Birmingham",9,26
"1392",696,"w","MEM","Conference USA","Memphis",46,26
"1393",697,"l","SFU","Big East","South Florida",9,26
"1394",697,"w","MIA","Atlantic Coast","Miami FL",40,26
"1395",698,"l","IOWA","Big Ten","Iowa",17,26
"1396",698,"w","MICH","Big Ten","Michigan",42,23
"1397",699,"l","SOBAMA","Sun Belt","South Alabama",12,26
"1398",699,"w","MTSU","Sun Belt","Middle Tennessee State",20,26
"1399",700,"l","ARK","Southeastern","Arkansas",14,26
"1400",700,"w","MISS ST","Southeastern","Mississippi State",45,26
"1401",701,"l","TEXST","Western Athletic","Texas State",10,26
"1402",701,"w","NAVY","Independent","Navy",21,26
"1403",702,"l","MINN","Big Ten","Minnesota",14,26
"1404",702,"w","NEB","Big Ten","Nebraska",38,16
"1405",703,"l","NM","Mountain West","New Mexico",24,26
"1406",703,"w","NEV","Mountain West","Nevada",31,26
"1407",704,"l","MSU","Big Ten","Michigan State",20,26
"1408",704,"w","NU","Big Ten","Northwestern",23,26
"1409",705,"l","WAKE","Atlantic Coast","Wake Forest",0,26
"1410",705,"w","ND","Independent","Notre Dame",38,3
"1411",706,"l","WIS","Big Ten","Wisconsin",14,26
"1412",706,"w","OSU","Big Ten","Ohio State",21,6
"1413",707,"l","WV","Big 12","West Virginia",49,26
"1414",707,"w","OU","Big 12","Oklahoma",50,13
"1415",708,"l","TTU","Big 12","Texas Tech",21,23
"1416",708,"w","OKST","Big 12","Oklahoma State",59,26
"1417",709,"l","CAL","Pac-12","California",14,26
"1418",709,"w","ORST","Pac-12","Oregon State",62,15
"1419",710,"l","IND","Big Ten","Indiana",22,26
"1420",710,"w","PENN","Big Ten","Penn State",45,26
"1421",711,"l","IL","Big Ten","Illinois",17,26
"1422",711,"w","PUR","Big Ten","Purdue",20,26
"1423",712,"l","SMU","Conference USA","Southern Methodist",20,26
"1424",712,"w","RICE","Conference USA","Rice",36,26
"1425",713,"l","CIN","Big East","Cincinnati",3,26
"1426",713,"w","RUT","Big East","Rutgers",10,22
"1427",714,"l","BYU","Independent","Brigham Young",14,26
"1428",714,"w","SJSU","Western Athletic","San Jose State",20,26
"1429",715,"l","WOFF","FCS","Wofford",7,26
"1430",715,"w","SC","Southeastern","South Carolina",24,12
"1431",716,"l","ORE","Pac-12","Oregon",14,1
"1432",716,"w","STAN","Pac-12","Stanford",17,14
"1433",717,"l","MIZZ","Southeastern","Missouri",27,26
"1434",717,"w","SYR","Big East","Syracuse",31,26
"1435",718,"l","ARMY","Independent","Army",32,26
"1436",718,"w","TEM","Big East","Temple",63,26
"1437",719,"l","SAMH","FCS","Sam Houston State",28,26
"1438",719,"w","TAMU","Southeastern","Texas A&M",47,9
"1439",720,"l","SO MISS","Conference USA","Southern Mississippi",33,26
"1440",720,"w","UT-EP","Conference USA","Texas-El Paso",34,26
"1441",721,"l","ID","Western Athletic","Idaho",27,26
"1442",721,"w","UTSA","Western Athletic","Texas-San Antonio",34,26
"1443",722,"l","UCF","Conference USA","Central Florida",21,26
"1444",722,"w","TULSA","Conference USA","Tulsa",23,26
"1445",723,"l","USC","Pac-12","Southern California",28,21
"1446",723,"w","UCLA","Pac-12","UCLA",38,17
"1447",724,"l","LTU","Western Athletic","Louisiana Tech",41,19
"1448",724,"w","UTST","Western Athletic","Utah State",48,26
"1449",725,"l","TEN","Southeastern","Tennessee",18,26
"1450",725,"w","VAN","Southeastern","Vanderbilt",41,26
"1451",726,"l","BC","Atlantic Coast","Boston College",23,26
"1452",726,"w","VT","Atlantic Coast","Virginia Tech",30,26
"1453",727,"l","COL","Pac-12","Colorado",3,26
"1454",727,"w","WASH","Pac-12","Washington",38,26
"1455",728,"l","UNLV","Mountain West","Nevada-Las Vegas",23,26
"1456",728,"w","WYO","Mountain West","Wyoming",28,26
"1457",729,"l","AKRON","Mid-American","Akron",23,26
"1458",729,"w","TOL","Mid-American","Toledo",35,26
"1459",730,"l","TEX","Big 12","Texas",13,18
"1460",730,"w","TCU","Big 12","Texas Christian",20,26
"1461",731,"l","ARI","Pac-12","Arizona",34,26
"1462",731,"w","ASU","Pac-12","Arizona State",41,26
"1463",732,"l","MIA-O","Mid-American","Miami OH",24,26
"1464",732,"w","BALL","Mid-American","Ball State",31,26
"1465",733,"l","BUF","Mid-American","Buffalo",7,26
"1466",733,"w","BG","Mid-American","Bowling Green State",21,26
"1467",734,"l","UMASS","Mid-American","Massachusetts",21,26
"1468",734,"w","CMU","Mid-American","Central Michigan",42,26
"1469",735,"l","SFU","Big East","South Florida",10,26
"1470",735,"w","CIN","Big East","Cincinnati",27,26
"1471",736,"l","MAR ","Conference USA","Marshall",59,26
"1472",736,"w","ECU","Conference USA","East Carolina",65,26
"1473",737,"l","OHIO","Mid-American","Ohio",6,26
"1474",737,"w","KENT","Mid-American","Kent State",28,23
"1475",738,"l","ARK","Southeastern","Arkansas",13,26
"1476",738,"w","LSU","Southeastern","Louisiana State",20,8
"1477",739,"l","IOWA","Big Ten","Iowa",7,26
"1478",739,"w","NEB","Big Ten","Nebraska",13,17
"1479",740,"l","EMU","Mid-American","Eastern Michigan",7,26
"1480",740,"w","NIU","Mid-American","Northern Illinois",49,24
"1481",741,"l","TEM","Big East","Temple",20,26
"1482",741,"w","SYR","Big East","Syracuse",38,26
"1483",742,"l","COL","Pac-12","Colorado",35,26
"1484",742,"w","UTAH","Pac-12","Utah",42,26
"1485",743,"l","WASH","Pac-12","Washington",28,26
"1486",743,"w","WSU","Pac-12","Washington State",31,26
"1487",744,"l","ISU","Big 12","Iowa State",24,26
"1488",744,"w","WV","Big 12","West Virginia",31,26
"1489",745,"l","AUB","Southeastern","Auburn",0,26
"1490",745,"w","BAMA","Southeastern","Alabama",49,2
"1491",746,"l","TTU","Big 12","Texas Tech",45,26
"1492",746,"w","BAY","Big 12","Baylor",52,26
"1493",747,"l","NMSU","Western Athletic","New Mexico State",14,26
"1494",747,"w","BYU","Independent","Brigham Young",50,26
"1495",748,"l","UAB","Conference USA","Alabama-Birmingham",24,26
"1496",748,"w","UCF","Conference USA","Central Florida",49,26
"1497",749,"l","NM","Mountain West","New Mexico",20,26
"1498",749,"w","COLS","Mountain West","Colorado State",24,26
"1499",750,"l","LOU","Big East","Louisville",20,19
"1500",750,"w","UCONN","Big East","Connecticut",23,26
"1501",751,"l","FSU","Atlantic Coast","Florida State",26,10
"1502",751,"w","UF","Southeastern","Florida",37,6
"1503",752,"l","AF","Mountain West","Air Force",15,26
"1504",752,"w","FRES","Mountain West","Fresno State",48,26
"1505",753,"l","GT","Atlantic Coast","Georgia Tech",10,26
"1506",753,"w","UGA","Southeastern","Georgia",42,3
"1507",754,"l","UNLV","Mountain West","Nevada-Las Vegas",10,26
"1508",754,"w","HAW","Mountain West","Hawaii",48,26
"1509",755,"l","TULA","Conference USA","Tulane",17,26
"1510",755,"w","HOU","Conference USA","Houston",40,26
"1511",756,"l","SOBAMA","Sun Belt","South Alabama",30,26
"1512",756,"w","LA-L","Sun Belt","Louisiana-Lafayette",52,26
"1513",757,"l","FIU","Sun Belt","Florida International",17,26
"1514",757,"w","LA-M","Sun Belt","Louisiana-Monroe",23,26
"1515",758,"l","SO MISS","Conference USA","Southern Mississippi",24,26
"1516",758,"w","MEM","Conference USA","Memphis",42,26
"1517",759,"l","DUKE","Atlantic Coast","Duke",45,26
"1518",759,"w","MIA","Atlantic Coast","Miami FL",52,26
"1519",760,"l","MINN","Big Ten","Minnesota",10,26
"1520",760,"w","MSU","Big Ten","Michigan State",26,26
"1521",761,"l","TROY","Sun Belt","Troy",21,26
"1522",761,"w","MTSU","Sun Belt","Middle Tennessee State",24,26
"1523",762,"l","MISS ST","Southeastern","Mississippi State",24,25
"1524",762,"w","OLE","Southeastern","Mississippi",41,26
"1525",763,"l","MARY","Atlantic Coast","Maryland",38,26
"1526",763,"w","UNC","Atlantic Coast","North Carolina",45,26
"1527",764,"l","BC","Atlantic Coast","Boston College",10,26
"1528",764,"w","NCST","Atlantic Coast","North Carolina State",27,26
"1529",765,"l","IL","Big Ten","Illinois",14,26
"1530",765,"w","NU","Big Ten","Northwestern",50,26
"1531",766,"l","USC","Pac-12","Southern California",13,26
"1532",766,"w","ND","Independent","Notre Dame",22,1
"1533",767,"l","MICH","Big Ten","Michigan",21,20
"1534",767,"w","OSU","Big Ten","Ohio State",26,4
"1535",768,"l","OKST","Big 12","Oklahoma State",48,22
"1536",768,"w","OU","Big 12","Oklahoma",51,14
"1537",769,"l","ORST","Pac-12","Oregon State",24,16
"1538",769,"w","ORE","Pac-12","Oregon",48,5
"1539",770,"l","WIS","Big Ten","Wisconsin",21,26
"1540",770,"w","PENN","Big Ten","Penn State",24,26
"1541",771,"l","RUT","Big East","Rutgers",6,21
"1542",771,"w","PITT","Big East","Pittsburgh",27,26
"1543",772,"l","IND","Big Ten","Indiana",35,26
"1544",772,"w","PUR","Big Ten","Purdue",56,26
"1545",773,"l","UT-EP","Conference USA","Texas-El Paso",24,26
"1546",773,"w","RICE","Conference USA","Rice",33,26
"1547",774,"l","WYO","Mountain West","Wyoming",28,26
"1548",774,"w","SDSU","Mountain West","San Diego State",42,26
"1549",775,"l","LTU","Western Athletic","Louisiana Tech",43,26
"1550",775,"w","SJSU","Western Athletic","San Jose State",52,26
"1551",776,"l","CLEM","Atlantic Coast","Clemson",17,12
"1552",776,"w","SC","Southeastern","South Carolina",27,13
"1553",777,"l","TULSA","Conference USA","Tulsa",27,26
"1554",777,"w","SMU","Conference USA","Southern Methodist",35,26
"1555",778,"l","UCLA","Pac-12","UCLA",17,15
"1556",778,"w","STAN","Pac-12","Stanford",35,11
"1557",779,"l","UK","Southeastern","Kentucky",17,26
"1558",779,"w","TEN","Southeastern","Tennessee",37,26
"1559",780,"l","MIZZ","Southeastern","Missouri",29,26
"1560",780,"w","TAMU","Southeastern","Texas A&M",59,9
"1561",781,"l","TEXST","Western Athletic","Texas State",31,26
"1562",781,"w","UTSA","Western Athletic","Texas-San Antonio",38,26
"1563",782,"l","ID","Western Athletic","Idaho",9,26
"1564",782,"w","UTST","Western Athletic","Utah State",45,25
"1565",783,"l","WAKE","Atlantic Coast","Wake Forest",21,26
"1566",783,"w","VAN","Southeastern","Vanderbilt",55,26
"1567",784,"l","UVA","Atlantic Coast","Virginia",14,26
"1568",784,"w","VT","Atlantic Coast","Virginia Tech",17,26
"1569",785,"l","NTEX","Sun Belt","North Texas",24,26
"1570",785,"w","WKU","Sun Belt","Western Kentucky",25,26
"1571",786,"l","RUT","Big East","Rutgers",17,26
"1572",786,"w","LOU","Big East","Louisville",20,26
"1573",787,"l","KENT","Mid-American","Kent State",37,18
"1574",787,"w","NIU","Mid-American","Northern Illinois",44,19
"1575",788,"l","UCLA","Pac-12","UCLA",24,17
"1576",788,"w","STAN","Pac-12","Stanford",27,8
"1577",789,"l","UGA","Southeastern","Georgia",28,3
"1578",789,"w","BAMA","Southeastern","Alabama",32,2
"1579",790,"l","MTSU","Sun Belt","Middle Tennessee State",0,26
"1580",790,"w","ARKST","Sun Belt","Arkansas State",45,26
"1581",791,"l","OKST","Big 12","Oklahoma State",34,24
"1582",791,"w","BAY","Big 12","Baylor",41,26
"1583",792,"l","NEV","Mountain West","Nevada",21,26
"1584",792,"w","BST","Mountain West","Boise State",27,25
"1585",793,"l","UCONN","Big East","Connecticut",17,26
"1586",793,"w","CIN","Big East","Cincinnati",34,26
"1587",794,"l","GT","Atlantic Coast","Georgia Tech",15,26
"1588",794,"w","FSU","Atlantic Coast","Florida State",21,13
"1589",795,"l","SOBAMA","Sun Belt","South Alabama",7,26
"1590",795,"w","HAW","Mountain West","Hawaii",23,26
"1591",796,"l","TEX","Big 12","Texas",24,23
"1592",796,"w","KSU","Big 12","Kansas State",42,7
"1593",797,"l","FAU","Sun Belt","Florida Atlantic",21,26
"1594",797,"w","LA-L","Sun Belt","Louisiana-Lafayette",35,26
"1595",798,"l","TCU","Big 12","Texas Christian",17,26
"1596",798,"w","OU","Big 12","Oklahoma",24,12
"1597",799,"l","NICHST","FCS","Nicholls State",3,26
"1598",799,"w","ORST","Pac-12","Oregon State",77,16
"1599",800,"l","SFU","Big East","South Florida",3,26
"1600",800,"w","PITT","Big East","Pittsburgh",27,26
"1601",801,"l","NMSU","Western Athletic","New Mexico State",28,26
"1602",801,"w","TEXST","Western Athletic","Texas State",66,26
"1603",802,"l","UCF","Conference USA","Central Florida",27,26
"1604",802,"w","TULSA","Conference USA","Tulsa",33,26
"1605",803,"l","KU","Big 12","Kansas",10,26
"1606",803,"w","WV","Big 12","West Virginia",59,26
"1607",804,"l","NEB","Big Ten","Nebraska",31,14
"1608",804,"w","WIS","Big Ten","Wisconsin",70,26
"1609",805,"l","ARMY","Independent","Army",13,26
"1610",805,"w","NAVY","Independent","Navy",17,26
"1611",806,"l","NEV","Mountain West","Nevada",48,26
"1612",806,"w","ARI","Pac-12","Arizona",49,26
"1613",807,"l","TOL","Mid-American","Toledo",15,26
"1614",807,"w","UTST","Western Athletic","Utah State",41,18
"1615",808,"l","SDSU","Mountain West","San Diego State",6,26
"1616",808,"w","BYU","Independent","Brigham Young",23,26
"1617",809,"l","BALL","Mid-American","Ball State",17,26
"1618",809,"w","UCF","Conference USA","Central Florida",38,26
"1619",810,"l","WASH","Pac-12","Washington",26,26
"1620",810,"w","BST","Mountain West","Boise State",28,20
"1621",811,"l","ECU","Conference USA","East Carolina",34,26
"1622",811,"w","LA-L","Sun Belt","Louisiana-Lafayette",43,26
"1623",812,"l","FRES","Mountain West","Fresno State",10,26
"1624",812,"w","SMU","Conference USA","Southern Methodist",43,26
"1625",813,"l","WKU","Sun Belt","Western Kentucky",21,26
"1626",813,"w","CMU","Mid-American","Central Michigan",24,26
"1627",814,"l","UCLA","Pac-12","UCLA",26,17
"1628",814,"w","BAY","Big 12","Baylor",49,26
"1629",815,"l","DUKE","Atlantic Coast","Duke",34,26
"1630",815,"w","CIN","Big East","Cincinnati",48,26
"1631",816,"l","BG","Mid-American","Bowling Green State",20,26
"1632",816,"w","SJSU","Western Athletic","San Jose State",29,24
"1633",817,"l","LA-M","Sun Belt","Louisiana-Monroe",14,26
"1634",817,"w","OHIO","Mid-American","Ohio",45,26
"1635",818,"l","MINN","Big Ten","Minnesota",31,26
"1636",818,"w","TTU","Big 12","Texas Tech",34,26
"1637",819,"l","RUT","Big East","Rutgers",10,26
"1638",819,"w","VT","Atlantic Coast","Virginia Tech",13,26
"1639",820,"l","NAVY","Independent","Navy",28,26
"1640",820,"w","ASU","Pac-12","Arizona State",62,26
"1641",821,"l","TCU","Big 12","Texas Christian",16,26
"1642",821,"w","MSU","Big Ten","Michigan State",17,26
"1643",822,"l","AF","Mountain West","Air Force",14,26
"1644",822,"w","RICE","Conference USA","Rice",33,26
"1645",823,"l","WV","Big 12","West Virginia",14,26
"1646",823,"w","SYR","Big East","Syracuse",38,26
"1647",824,"l","ORST","Pac-12","Oregon State",27,15
"1648",824,"w","TEX","Big 12","Texas",31,26
"1649",825,"l","LSU","Southeastern","Louisiana State",24,9
"1650",825,"w","CLEM","Atlantic Coast","Clemson",25,14
"1651",826,"l","USC","Pac-12","Southern California",7,26
"1652",826,"w","GT","Atlantic Coast","Georgia Tech",21,26
"1653",827,"l","ISU","Big 12","Iowa State",17,26
"1654",827,"w","TULSA","Conference USA","Tulsa",31,26
"1655",828,"l","NCST","Atlantic Coast","North Carolina State",24,26
"1656",828,"w","VAN","Southeastern","Vanderbilt",38,26
"1657",829,"l","NIU","Mid-American","Northern Illinois",10,16
"1658",829,"w","FSU","Atlantic Coast","Florida State",31,13
"1659",830,"l","NEB","Big Ten","Nebraska",31,23
"1660",830,"w","UGA","Southeastern","Georgia",45,6
"1661",831,"l","MISS ST","Southeastern","Mississippi State",20,26
"1662",831,"w","NU","Big Ten","Northwestern",34,21
"1663",832,"l","PUR","Big Ten","Purdue",14,26
"1664",832,"w","OKST","Big 12","Oklahoma State",58,26
"1665",833,"l","MICH","Big Ten","Michigan",28,19
"1666",833,"w","SC","Southeastern","South Carolina",33,11
"1667",834,"l","WIS","Big Ten","Wisconsin",14,26
"1668",834,"w","STAN","Pac-12","Stanford",20,8
"1669",835,"l","UF","Southeastern","Florida",23,4
"1670",835,"w","LOU","Big East","Louisville",33,22
"1671",836,"l","KSU","Big 12","Kansas State",17,7
"1672",836,"w","ORE","Pac-12","Oregon",35,5
"1673",837,"l","OU","Big 12","Oklahoma",13,12
"1674",837,"w","TAMU","Southeastern","Texas A&M",41,10
"1675",838,"l","PITT","Big East","Pittsburgh",17,26
"1676",838,"w","OLE","Southeastern","Mississippi",38,26
"1677",839,"l","KENT","Mid-American","Kent State",13,25
"1678",839,"w","ARKST","Sun Belt","Arkansas State",17,26
"1679",840,"l","ND","Independent","Notre Dame",14,1
"1680",840,"w","BAMA","Southeastern","Alabama",42,2
